gene	species	dN	dS	dNdS
ENSGACG00000014484_ENSGACT00000022291	sin	0.0007	0.0116	0.0616
ENSGACG00000014485_ENSGACT00000018903	ref	0.0065	0.0492	0.1326
ENSGACG00000014485_ENSGACT00000018903	pun	0.0012	0.0039	0.2965
ENSGACG00000014485_ENSGACT00000018903	sin	0.0000	0.0019	0.0010
ENSGACG00000014488_ENSGACT00000022282	ref	0.0023	0.1635	0.0142
ENSGACG00000014488_ENSGACT00000022282	pun	0.0000	0.0192	0.0010
ENSGACG00000014488_ENSGACT00000022282	sin	0.0000	0.0199	0.0010
ENSGACG00000014489_ENSGACT00000019553	ref	0.0337	0.1023	0.3293
ENSGACG00000014489_ENSGACT00000019553	pun	0.0087	0.0415	0.2100
ENSGACG00000014489_ENSGACT00000019553	sin	0.0096	0.0270	0.3553
ENSGACG00000014490_ENSGACT00000018903	ref	0.0242	0.0614	0.3947
ENSGACG00000014490_ENSGACT00000018903	pun	0.0025	0.0000	99.0000
ENSGACG00000014490_ENSGACT00000018903	sin	0.0025	0.0000	99.0000
ENSGACG00000014491_ENSGACT00000014604	ref	0.0278	0.1920	0.1449
ENSGACG00000014491_ENSGACT00000014604	pun	0.0000	0.0000	0.0010
ENSGACG00000014491_ENSGACT00000014604	sin	0.0000	0.0000	0.0424
ENSGACG00000014493_ENSGACT00000018905	ref	0.0000	0.0000	0.0010
ENSGACG00000014493_ENSGACT00000018905	pun	0.0000	0.0000	0.0219
ENSGACG00000014493_ENSGACT00000018905	sin	0.0000	0.0000	0.0010
ENSGACG00000014494_ENSGACT00000019713	ref	0.0130	0.2168	0.0598
ENSGACG00000014494_ENSGACT00000019713	pun	0.0029	0.0370	0.0786
ENSGACG00000014494_ENSGACT00000019713	sin	0.0029	0.0146	0.1974
ENSGACG00000014495_ENSGACT00000019553	ref	0.0503	0.0935	0.5376
ENSGACG00000014495_ENSGACT00000019553	pun	0.0056	0.0181	0.3098
ENSGACG00000014495_ENSGACT00000019553	sin	0.0052	0.0273	0.1898
ENSGACG00000014496_ENSGACT00000018909	ref	0.0111	0.0214	0.5197
ENSGACG00000014496_ENSGACT00000018909	pun	0.0045	0.0066	0.6854
ENSGACG00000014496_ENSGACT00000018909	sin	0.0042	0.0082	0.5080
ENSGACG00000014497_ENSGACT00000014606	ref	0.0361	0.1794	0.2010
ENSGACG00000014497_ENSGACT00000014606	pun	0.0047	0.0581	0.0813
ENSGACG00000014497_ENSGACT00000014606	sin	0.0050	0.0250	0.1982
ENSGACG00000014498_ENSGACT00000018923	ref	0.0068	0.1404	0.0486
ENSGACG00000014498_ENSGACT00000018923	pun	0.0058	0.0478	0.1207
ENSGACG00000014498_ENSGACT00000018923	sin	0.0020	0.0087	0.2255
ENSGACG00000014499_ENSGACT00000019553	ref	0.0231	0.1494	0.1543
ENSGACG00000014499_ENSGACT00000019553	pun	0.0000	0.0314	0.0010
ENSGACG00000014499_ENSGACT00000019553	sin	0.0035	0.0429	0.0822
ENSGACG00000014500_ENSGACT00000014612	ref	0.0117	0.0591	0.1988
ENSGACG00000014500_ENSGACT00000014612	pun	0.0045	0.0116	0.3838
ENSGACG00000014500_ENSGACT00000014612	sin	0.0046	0.0072	0.6350
ENSGACG00000014502_ENSGACT00000018923	ref	0.0490	0.1233	0.3976
ENSGACG00000014502_ENSGACT00000018923	pun	0.0194	0.0294	0.6586
ENSGACG00000014502_ENSGACT00000018923	sin	0.0027	0.0129	0.2060
ENSGACG00000014503_ENSGACT00000018923	ref	0.0041	0.1309	0.0315
ENSGACG00000014503_ENSGACT00000018923	pun	0.0014	0.0753	0.0180
ENSGACG00000014503_ENSGACT00000018923	sin	0.0000	0.0123	0.0010
ENSGACG00000014504_ENSGACT00000019560	ref	0.0233	0.1095	0.2129
ENSGACG00000014504_ENSGACT00000019560	pun	0.0052	0.0001	99.0000
ENSGACG00000014504_ENSGACT00000019560	sin	0.0000	0.0000	0.0010
ENSGACG00000014506_ENSGACT00000014627	ref	0.0224	0.1077	0.2078
ENSGACG00000014506_ENSGACT00000014627	pun	0.0050	0.0157	0.3162
ENSGACG00000014506_ENSGACT00000014627	sin	0.0044	0.0146	0.3022
ENSGACG00000014508_ENSGACT00000022282	ref	0.0191	0.1404	0.1361
ENSGACG00000014508_ENSGACT00000022282	pun	0.0036	0.0430	0.0833
ENSGACG00000014508_ENSGACT00000022282	sin	0.0027	0.0062	0.4331
ENSGACG00000014509_ENSGACT00000019567	ref	0.0073	0.0138	0.5293
ENSGACG00000014509_ENSGACT00000019567	pun	0.0044	0.0000	99.0000
ENSGACG00000014509_ENSGACT00000019567	sin	0.0015	0.0000	99.0000
ENSGACG00000014510_ENSGACT00000019582	ref	0.0077	0.2700	0.0286
ENSGACG00000014510_ENSGACT00000019582	pun	0.0079	0.0845	0.0933
ENSGACG00000014510_ENSGACT00000019582	sin	0.0077	0.0895	0.0862
ENSGACG00000014511_ENSGACT00000022270	ref	0.0190	0.1421	0.1334
ENSGACG00000014511_ENSGACT00000022270	pun	0.0024	0.0201	0.1187
ENSGACG00000014511_ENSGACT00000022270	sin	0.0012	0.0000	99.0000
ENSGACG00000014512_ENSGACT00000014627	ref	0.0382	0.2624	0.1457
ENSGACG00000014512_ENSGACT00000014627	pun	0.0001	0.0600	0.0010
ENSGACG00000014512_ENSGACT00000014627	sin	0.0093	0.0673	0.1378
ENSGACG00000014513_ENSGACT00000014632	ref	0.0107	0.3527	0.0303
ENSGACG00000014513_ENSGACT00000014632	pun	0.0000	0.0415	0.0010
ENSGACG00000014513_ENSGACT00000014632	sin	0.0000	0.0107	0.0010
ENSGACG00000014514_ENSGACT00000022267	ref	0.0234	0.1749	0.1339
ENSGACG00000014514_ENSGACT00000022267	pun	0.0017	0.0290	0.0571
ENSGACG00000014514_ENSGACT00000022267	sin	0.0017	0.0082	0.2024
ENSGACG00000014515_ENSGACT00000019731	ref	0.0156	0.2003	0.0780
ENSGACG00000014515_ENSGACT00000019731	pun	0.0064	0.0557	0.1152
ENSGACG00000014515_ENSGACT00000019731	sin	0.0026	0.0523	0.0497
ENSGACG00000014516_ENSGACT00000014642	ref	0.0151	0.1456	0.1036
ENSGACG00000014516_ENSGACT00000014642	pun	0.0038	0.0365	0.1039
ENSGACG00000014516_ENSGACT00000014642	sin	0.0021	0.0196	0.1058
ENSGACG00000014517_ENSGACT00000022260	ref	0.0127	0.0001	99.0000
ENSGACG00000014517_ENSGACT00000022260	pun	0.0000	0.0000	2.0000
ENSGACG00000014517_ENSGACT00000022260	sin	0.0000	0.0000	1.5716
ENSGACG00000014519_ENSGACT00000019734	ref	0.0274	0.0854	0.3206
ENSGACG00000014519_ENSGACT00000019734	pun	0.0045	0.0268	0.1678
ENSGACG00000014519_ENSGACT00000019734	sin	0.0000	0.0114	0.0010
ENSGACG00000014520_ENSGACT00000022257	ref	0.0205	0.1640	0.1250
ENSGACG00000014520_ENSGACT00000022257	pun	0.0023	0.0188	0.1240
ENSGACG00000014520_ENSGACT00000022257	sin	0.0008	0.0071	0.1091
ENSGACG00000014521_ENSGACT00000019731	ref	0.0001	0.1233	0.0010
ENSGACG00000014521_ENSGACT00000019731	pun	0.0095	0.0215	0.4434
ENSGACG00000014521_ENSGACT00000019731	sin	0.0000	0.0297	0.0010
ENSGACG00000014522_ENSGACT00000019571	ref	0.0000	0.0000	0.0010
ENSGACG00000014522_ENSGACT00000019571	pun	0.0000	0.0000	0.0010
ENSGACG00000014522_ENSGACT00000019571	sin	0.0000	0.0000	0.0010
ENSGACG00000014523_ENSGACT00000014650	ref	0.0180	0.0216	0.8332
ENSGACG00000014523_ENSGACT00000014650	pun	0.0152	0.0104	1.4583
ENSGACG00000014523_ENSGACT00000014650	sin	0.0028	0.0000	99.0000
ENSGACG00000014524_ENSGACT00000019582	ref	0.0259	0.0210	1.2347
ENSGACG00000014524_ENSGACT00000019582	pun	0.0108	0.0219	0.4944
ENSGACG00000014524_ENSGACT00000019582	sin	0.0040	0.0000	99.0000
ENSGACG00000014526_ENSGACT00000019592	ref	0.0172	0.0987	0.1744
ENSGACG00000014526_ENSGACT00000019592	pun	0.0038	0.0260	0.1458
ENSGACG00000014526_ENSGACT00000019592	sin	0.0019	0.0217	0.0878
ENSGACG00000014527_ENSGACT00000022235	ref	0.0142	0.3663	0.0388
ENSGACG00000014527_ENSGACT00000022235	pun	0.0000	0.0000	90.3360
ENSGACG00000014527_ENSGACT00000022235	sin	0.0000	0.0158	0.0010
ENSGACG00000014527_ENSGACT00000022242	ref	0.0113	0.3281	0.0346
ENSGACG00000014527_ENSGACT00000022242	pun	0.0000	0.0000	99.0000
ENSGACG00000014527_ENSGACT00000022242	sin	0.0000	0.0265	0.0010
ENSGACG00000014528_ENSGACT00000005798	ref	0.0370	0.0778	0.4752
ENSGACG00000014528_ENSGACT00000005798	pun	0.0062	0.0086	0.7193
ENSGACG00000014528_ENSGACT00000005798	sin	0.0023	0.0097	0.2412
ENSGACG00000014529_ENSGACT00000014678	ref	0.0086	0.1277	0.0671
ENSGACG00000014529_ENSGACT00000014678	pun	0.0000	0.0197	0.0010
ENSGACG00000014529_ENSGACT00000014678	sin	0.0000	0.0197	0.0010
ENSGACG00000014530_ENSGACT00000019592	ref	0.0148	0.0923	0.1603
ENSGACG00000014530_ENSGACT00000019592	pun	0.0148	0.0455	0.3256
ENSGACG00000014530_ENSGACT00000019592	sin	0.0148	0.0455	0.3256
ENSGACG00000014531_ENSGACT00000005791	ref	0.0344	0.1331	0.2587
ENSGACG00000014531_ENSGACT00000005791	pun	0.0092	0.0238	0.3858
ENSGACG00000014531_ENSGACT00000005791	sin	0.0032	0.0087	0.3671
ENSGACG00000014532_ENSGACT00000014732	ref	0.0000	0.0000	2.0000
ENSGACG00000014532_ENSGACT00000014732	pun	0.0000	0.0000	99.0000
ENSGACG00000014532_ENSGACT00000014732	sin	0.0000	0.0000	44.7693
ENSGACG00000014533_ENSGACT00000019747	ref	0.0266	0.0704	0.3771
ENSGACG00000014533_ENSGACT00000019747	pun	0.0000	0.0000	0.0010
ENSGACG00000014533_ENSGACT00000019747	sin	0.0000	0.0181	0.0010
ENSGACG00000014535_ENSGACT00000005697	ref	0.0214	0.1554	0.1376
ENSGACG00000014535_ENSGACT00000005697	pun	0.0080	0.0729	0.1093
ENSGACG00000014535_ENSGACT00000005697	sin	0.0031	0.0631	0.0496
ENSGACG00000014535_ENSGACT00000005702	ref	0.0242	0.0482	0.5021
ENSGACG00000014535_ENSGACT00000005702	pun	0.0099	0.0150	0.6582
ENSGACG00000014535_ENSGACT00000005702	sin	0.0098	0.0001	99.0000
ENSGACG00000014536_ENSGACT00000019752	ref	0.0001	0.0518	0.0010
ENSGACG00000014536_ENSGACT00000019752	pun	0.0000	0.0000	0.0010
ENSGACG00000014536_ENSGACT00000019752	sin	0.0000	0.0000	0.0605
ENSGACG00000014537_ENSGACT00000014732	ref	0.0106	0.1650	0.0645
ENSGACG00000014537_ENSGACT00000014732	pun	0.0024	0.0272	0.0889
ENSGACG00000014537_ENSGACT00000014732	sin	0.0008	0.0270	0.0300
ENSGACG00000014538_ENSGACT00000014746	ref	0.0001	0.0747	0.0010
ENSGACG00000014538_ENSGACT00000014746	pun	0.0000	0.0000	99.0000
ENSGACG00000014538_ENSGACT00000014746	sin	0.0000	0.0000	4.0838
ENSGACG00000014538_ENSGACT00000014752	ref	0.0000	0.0000	2.0001
ENSGACG00000014538_ENSGACT00000014752	pun	0.0000	0.0000	99.0000
ENSGACG00000014538_ENSGACT00000014752	sin	0.0000	0.0000	99.0000
ENSGACG00000014541_ENSGACT00000019613	ref	0.0013	0.0618	0.0213
ENSGACG00000014541_ENSGACT00000019613	pun	0.0000	0.0352	0.0010
ENSGACG00000014541_ENSGACT00000019613	sin	0.0000	0.0256	0.0010
ENSGACG00000014542_ENSGACT00000018937	ref	0.0468	0.0845	0.5536
ENSGACG00000014542_ENSGACT00000018937	pun	0.0072	0.0232	0.3103
ENSGACG00000014542_ENSGACT00000018937	sin	0.0034	0.0027	1.2473
ENSGACG00000014543_ENSGACT00000019613	ref	0.0054	0.0486	0.1119
ENSGACG00000014543_ENSGACT00000019613	pun	0.0054	0.0299	0.1806
ENSGACG00000014543_ENSGACT00000019613	sin	0.0020	0.0196	0.0997
ENSGACG00000014545_ENSGACT00000005663	ref	0.0179	0.0973	0.1842
ENSGACG00000014545_ENSGACT00000005663	pun	0.0000	0.0331	0.0010
ENSGACG00000014545_ENSGACT00000005663	sin	0.0000	0.0186	0.0010
ENSGACG00000014545_ENSGACT00000005686	ref	0.0123	0.1985	0.0620
ENSGACG00000014545_ENSGACT00000005686	pun	0.0034	0.0648	0.0528
ENSGACG00000014545_ENSGACT00000005686	sin	0.0017	0.0314	0.0546
ENSGACG00000014546_ENSGACT00000018945	ref	0.0179	0.0998	0.1794
ENSGACG00000014546_ENSGACT00000018945	pun	0.0035	0.0367	0.0941
ENSGACG00000014546_ENSGACT00000018945	sin	0.0018	0.0295	0.0598
ENSGACG00000014546_ENSGACT00000018954	ref	0.0086	0.1197	0.0718
ENSGACG00000014546_ENSGACT00000018954	pun	0.0063	0.0521	0.1213
ENSGACG00000014546_ENSGACT00000018954	sin	0.0040	0.0238	0.1694
ENSGACG00000014547_ENSGACT00000014752	ref	0.0250	0.0357	0.7004
ENSGACG00000014547_ENSGACT00000014752	pun	0.0163	0.0002	99.0000
ENSGACG00000014547_ENSGACT00000014752	sin	0.0163	0.0002	99.0000
ENSGACG00000014550_ENSGACT00000019638	ref	0.0044	0.0904	0.0489
ENSGACG00000014550_ENSGACT00000019638	pun	0.0015	0.0189	0.0770
ENSGACG00000014550_ENSGACT00000019638	sin	0.0000	0.0093	0.0010
ENSGACG00000014552_ENSGACT00000019651	ref	0.0001	0.1466	0.0010
ENSGACG00000014552_ENSGACT00000019651	pun	0.0001	0.0566	0.0010
ENSGACG00000014552_ENSGACT00000019651	sin	0.0000	0.0364	0.0010
ENSGACG00000014552_ENSGACT00000019653	ref	0.0002	0.1905	0.0010
ENSGACG00000014552_ENSGACT00000019653	pun	0.0000	0.0474	0.0010
ENSGACG00000014552_ENSGACT00000019653	sin	0.0001	0.0632	0.0010
ENSGACG00000014553_ENSGACT00000014763	ref	0.0492	0.0957	0.5140
ENSGACG00000014553_ENSGACT00000014763	pun	0.0088	0.0001	99.0000
ENSGACG00000014553_ENSGACT00000014763	sin	0.0111	0.0001	99.0000
ENSGACG00000014554_ENSGACT00000019768	ref	0.0297	0.1621	0.1835
ENSGACG00000014554_ENSGACT00000019768	pun	0.0037	0.0437	0.0847
ENSGACG00000014554_ENSGACT00000019768	sin	0.0024	0.0300	0.0799
ENSGACG00000014554_ENSGACT00000019772	ref	0.0302	0.1645	0.1834
ENSGACG00000014554_ENSGACT00000019772	pun	0.0019	0.0486	0.0396
ENSGACG00000014554_ENSGACT00000019772	sin	0.0020	0.0298	0.0657
ENSGACG00000014556_ENSGACT00000014752	ref	0.0197	0.0412	0.4779
ENSGACG00000014556_ENSGACT00000014752	pun	0.0063	0.0001	99.0000
ENSGACG00000014556_ENSGACT00000014752	sin	0.0043	0.0000	99.0000
ENSGACG00000014557_ENSGACT00000014763	ref	0.0000	0.0000	99.0000
ENSGACG00000014557_ENSGACT00000014763	pun	0.0000	0.0000	2.0002
ENSGACG00000014557_ENSGACT00000014763	sin	0.0000	0.0000	99.0000
ENSGACG00000014559_ENSGACT00000014802	ref	0.0177	0.4535	0.0391
ENSGACG00000014559_ENSGACT00000014802	pun	0.0000	0.0000	99.0000
ENSGACG00000014559_ENSGACT00000014802	sin	0.0000	0.0000	99.0000
ENSGACG00000014559_ENSGACT00000014805	ref	0.0103	0.2226	0.0464
ENSGACG00000014559_ENSGACT00000014805	pun	0.0000	0.0191	0.0010
ENSGACG00000014559_ENSGACT00000014805	sin	0.0000	0.0000	0.0360
ENSGACG00000014560_ENSGACT00000019768	ref	0.0051	0.1368	0.0373
ENSGACG00000014560_ENSGACT00000019768	pun	0.0011	0.0402	0.0272
ENSGACG00000014560_ENSGACT00000019768	sin	0.0000	0.0383	0.0010
ENSGACG00000014562_ENSGACT00000005628	ref	0.0116	0.1114	0.1038
ENSGACG00000014562_ENSGACT00000005628	pun	0.0000	0.0390	0.0010
ENSGACG00000014562_ENSGACT00000005628	sin	0.0000	0.0389	0.0010
ENSGACG00000014564_ENSGACT00000018961	ref	0.0082	0.1580	0.0520
ENSGACG00000014564_ENSGACT00000018961	pun	0.0071	0.0204	0.3454
ENSGACG00000014564_ENSGACT00000018961	sin	0.0047	0.0297	0.1597
ENSGACG00000014565_ENSGACT00000005628	ref	0.0283	0.0945	0.2994
ENSGACG00000014565_ENSGACT00000005628	pun	0.0017	0.0227	0.0752
ENSGACG00000014565_ENSGACT00000005628	sin	0.0032	0.0152	0.2139
ENSGACG00000014566_ENSGACT00000019781	ref	0.0365	0.1088	0.3355
ENSGACG00000014566_ENSGACT00000019781	pun	0.0100	0.0202	0.4974
ENSGACG00000014566_ENSGACT00000019781	sin	0.0102	0.0048	2.1320
ENSGACG00000014568_ENSGACT00000019648	ref	0.0002	0.2028	0.0010
ENSGACG00000014568_ENSGACT00000019648	pun	0.0000	0.0286	0.0010
ENSGACG00000014568_ENSGACT00000019648	sin	0.0001	0.0631	0.0010
ENSGACG00000014569_ENSGACT00000005628	ref	0.0072	0.0317	0.2260
ENSGACG00000014569_ENSGACT00000005628	pun	0.0030	0.0034	0.8858
ENSGACG00000014569_ENSGACT00000005628	sin	0.0029	0.0037	0.7805
ENSGACG00000014571_ENSGACT00000022242	ref	0.0272	0.3745	0.0726
ENSGACG00000014571_ENSGACT00000022242	pun	0.0048	0.0000	99.0000
ENSGACG00000014571_ENSGACT00000022242	sin	0.0000	0.0000	2.0000
ENSGACG00000014572_ENSGACT00000019651	ref	0.0081	0.1033	0.0783
ENSGACG00000014572_ENSGACT00000019651	pun	0.0000	0.0158	0.0010
ENSGACG00000014572_ENSGACT00000019651	sin	0.0000	0.0060	0.0010
ENSGACG00000014573_ENSGACT00000018961	ref	0.0019	0.1503	0.0124
ENSGACG00000014573_ENSGACT00000018961	pun	0.0000	0.0341	0.0010
ENSGACG00000014573_ENSGACT00000018961	sin	0.0000	0.0304	0.0010
ENSGACG00000014574_ENSGACT00000005580	ref	0.0273	0.1320	0.2067
ENSGACG00000014574_ENSGACT00000005580	pun	0.0001	0.0519	0.0010
ENSGACG00000014574_ENSGACT00000005580	sin	0.0001	0.0519	0.0010
ENSGACG00000014574_ENSGACT00000005599	ref	0.0084	0.0809	0.1042
ENSGACG00000014574_ENSGACT00000005599	pun	0.0000	0.0259	0.0010
ENSGACG00000014574_ENSGACT00000005599	sin	0.0057	0.0001	99.0000
ENSGACG00000014575_ENSGACT00000019648	ref	0.0001	0.1333	0.0010
ENSGACG00000014575_ENSGACT00000019648	pun	0.0000	0.0492	0.0010
ENSGACG00000014575_ENSGACT00000019648	sin	0.0001	0.0806	0.0010
ENSGACG00000014576_ENSGACT00000018949	ref	0.0000	0.0101	0.0010
ENSGACG00000014576_ENSGACT00000018949	pun	0.0036	0.0000	99.0000
ENSGACG00000014576_ENSGACT00000018949	sin	0.0000	0.0000	2.0004
ENSGACG00000014577_ENSGACT00000019781	ref	0.0429	0.1374	0.3123
ENSGACG00000014577_ENSGACT00000019781	pun	0.0073	0.0664	0.1099
ENSGACG00000014577_ENSGACT00000019781	sin	0.0063	0.0230	0.2734
ENSGACG00000014578_ENSGACT00000018966	ref	0.0074	0.3029	0.0245
ENSGACG00000014578_ENSGACT00000018966	pun	0.0000	0.0497	0.0010
ENSGACG00000014578_ENSGACT00000018966	sin	0.0018	0.0000	99.0000
ENSGACG00000014579_ENSGACT00000019781	ref	0.0416	0.1035	0.4023
ENSGACG00000014579_ENSGACT00000019781	pun	0.0135	0.0208	0.6467
ENSGACG00000014579_ENSGACT00000019781	sin	0.0066	0.0142	0.4644
ENSGACG00000014580_ENSGACT00000018984	ref	0.0121	0.0001	99.0000
ENSGACG00000014580_ENSGACT00000018984	pun	0.0060	0.0001	99.0000
ENSGACG00000014580_ENSGACT00000018984	sin	0.0121	0.0001	99.0000
ENSGACG00000014580_ENSGACT00000018987	ref	0.0000	0.0000	2.0000
ENSGACG00000014580_ENSGACT00000018987	pun	0.0000	0.0000	1.5591
ENSGACG00000014580_ENSGACT00000018987	sin	0.0000	0.0000	99.0000
ENSGACG00000014581_ENSGACT00000019781	ref	0.0082	0.1175	0.0694
ENSGACG00000014581_ENSGACT00000019781	pun	0.0080	0.0560	0.1431
ENSGACG00000014581_ENSGACT00000019781	sin	0.0069	0.0293	0.2358
ENSGACG00000014582_ENSGACT00000019648	ref	0.0000	0.0000	5.1771
ENSGACG00000014582_ENSGACT00000019648	pun	0.0000	0.0000	28.2408
ENSGACG00000014582_ENSGACT00000019648	sin	0.0000	0.0000	2.0005
ENSGACG00000014584_ENSGACT00000005578	ref	0.0139	0.1513	0.0916
ENSGACG00000014584_ENSGACT00000005578	pun	0.0059	0.0811	0.0728
ENSGACG00000014584_ENSGACT00000005578	sin	0.0020	0.0469	0.0419
ENSGACG00000014585_ENSGACT00000019810	ref	0.0168	0.0839	0.2000
ENSGACG00000014585_ENSGACT00000019810	pun	0.0055	0.0199	0.2762
ENSGACG00000014585_ENSGACT00000019810	sin	0.0055	0.0001	99.0000
ENSGACG00000014586_ENSGACT00000019810	ref	0.0002	0.1778	0.0010
ENSGACG00000014586_ENSGACT00000019810	pun	0.0000	0.0156	0.0010
ENSGACG00000014586_ENSGACT00000019810	sin	0.0000	0.0326	0.0010
ENSGACG00000014586_ENSGACT00000019812	ref	0.0324	0.1782	0.1820
ENSGACG00000014586_ENSGACT00000019812	pun	0.0001	0.0583	0.0010
ENSGACG00000014586_ENSGACT00000019812	sin	0.0070	0.0312	0.2251
ENSGACG00000014586_ENSGACT00000019815	ref	0.0227	0.1585	0.1430
ENSGACG00000014586_ENSGACT00000019815	pun	0.0000	0.0336	0.0010
ENSGACG00000014586_ENSGACT00000019815	sin	0.0021	0.0293	0.0730
ENSGACG00000014587_ENSGACT00000005546	ref	0.0165	0.1145	0.1445
ENSGACG00000014587_ENSGACT00000005546	pun	0.0000	0.0190	0.0010
ENSGACG00000014587_ENSGACT00000005546	sin	0.0000	0.0000	0.0010
ENSGACG00000014590_ENSGACT00000005570	ref	0.0197	0.2377	0.0829
ENSGACG00000014590_ENSGACT00000005570	pun	0.0026	0.0335	0.0787
ENSGACG00000014590_ENSGACT00000005570	sin	0.0027	0.0313	0.0849
ENSGACG00000014591_ENSGACT00000022216	ref	0.0003	0.3220	0.0010
ENSGACG00000014591_ENSGACT00000022216	pun	0.0000	0.0000	0.0010
ENSGACG00000014591_ENSGACT00000022216	sin	0.0000	0.0000	0.0932
ENSGACG00000014596_ENSGACT00000018995	ref	0.0000	0.0000	0.0010
ENSGACG00000014596_ENSGACT00000018995	pun	0.0000	0.0000	0.0010
ENSGACG00000014596_ENSGACT00000018995	sin	0.0000	0.0000	0.0063
ENSGACG00000014598_ENSGACT00000019012	ref	0.0000	0.0000	2.0000
ENSGACG00000014598_ENSGACT00000019012	pun	0.0000	0.0000	1.6976
ENSGACG00000014598_ENSGACT00000019012	sin	0.0000	0.0000	1.3013
ENSGACG00000014599_ENSGACT00000022208	ref	0.0029	0.1414	0.0202
ENSGACG00000014599_ENSGACT00000022208	pun	0.0001	0.0572	0.0010
ENSGACG00000014599_ENSGACT00000022208	sin	0.0001	0.0575	0.0010
ENSGACG00000014600_ENSGACT00000019012	ref	0.0664	0.1492	0.4448
ENSGACG00000014600_ENSGACT00000019012	pun	0.0091	0.0202	0.4512
ENSGACG00000014600_ENSGACT00000019012	sin	0.0023	0.0123	0.1870
ENSGACG00000014602_ENSGACT00000019818	ref	0.0000	0.0000	2.0242
ENSGACG00000014602_ENSGACT00000019818	pun	0.0000	0.0000	1.5774
ENSGACG00000014602_ENSGACT00000019818	sin	0.0000	0.0000	1.2114
ENSGACG00000014602_ENSGACT00000019825	ref	0.0001	0.1104	0.0010
ENSGACG00000014602_ENSGACT00000019825	pun	0.0000	0.0167	0.0010
ENSGACG00000014602_ENSGACT00000019825	sin	0.0011	0.0306	0.0362
ENSGACG00000014603_ENSGACT00000014802	ref	0.0104	0.1169	0.0889
ENSGACG00000014603_ENSGACT00000014802	pun	0.0000	0.0236	0.0010
ENSGACG00000014603_ENSGACT00000014802	sin	0.0000	0.0149	0.0010
ENSGACG00000014604_ENSGACT00000005534	ref	0.0279	0.0798	0.3492
ENSGACG00000014604_ENSGACT00000005534	pun	0.0054	0.0590	0.0910
ENSGACG00000014604_ENSGACT00000005534	sin	0.0001	0.0590	0.0010
ENSGACG00000014605_ENSGACT00000019033	ref	0.0078	0.1228	0.0632
ENSGACG00000014605_ENSGACT00000019033	pun	0.0000	0.0355	0.0010
ENSGACG00000014605_ENSGACT00000019033	sin	0.0025	0.0000	99.0000
ENSGACG00000014606_ENSGACT00000022201	ref	0.0000	0.0238	0.0010
ENSGACG00000014606_ENSGACT00000022201	pun	0.0000	0.0121	0.0010
ENSGACG00000014606_ENSGACT00000022201	sin	0.0000	0.0118	0.0010
ENSGACG00000014608_ENSGACT00000005532	ref	0.0303	0.1853	0.1637
ENSGACG00000014608_ENSGACT00000005532	pun	0.0028	0.0000	99.0000
ENSGACG00000014608_ENSGACT00000005532	sin	0.0028	0.0000	99.0000
ENSGACG00000014610_ENSGACT00000019825	ref	0.0322	0.0934	0.3443
ENSGACG00000014610_ENSGACT00000019825	pun	0.0091	0.0371	0.2448
ENSGACG00000014610_ENSGACT00000019825	sin	0.0072	0.0126	0.5662
ENSGACG00000014611_ENSGACT00000022196	ref	0.0259	0.0746	0.3467
ENSGACG00000014611_ENSGACT00000022196	pun	0.0015	0.0210	0.0703
ENSGACG00000014611_ENSGACT00000022196	sin	0.0030	0.0000	99.0000
ENSGACG00000014612_ENSGACT00000005532	ref	0.0000	0.0000	2.0000
ENSGACG00000014612_ENSGACT00000005532	pun	0.0000	0.0000	99.0000
ENSGACG00000014612_ENSGACT00000005532	sin	0.0000	0.0000	99.0000
ENSGACG00000014613_ENSGACT00000005514	ref	0.0200	0.1507	0.1327
ENSGACG00000014613_ENSGACT00000005514	pun	0.0000	0.0000	0.0010
ENSGACG00000014613_ENSGACT00000005514	sin	0.0001	0.0572	0.0010
ENSGACG00000014615_ENSGACT00000019659	ref	0.0332	0.1251	0.2655
ENSGACG00000014615_ENSGACT00000019659	pun	0.0052	0.0435	0.1195
ENSGACG00000014615_ENSGACT00000019659	sin	0.0058	0.0237	0.2431
ENSGACG00000014616_ENSGACT00000014828	ref	0.0238	0.4693	0.0507
ENSGACG00000014616_ENSGACT00000014828	pun	0.0080	0.1665	0.0483
ENSGACG00000014616_ENSGACT00000014828	sin	0.0082	0.2227	0.0369
ENSGACG00000014617_ENSGACT00000022196	ref	0.0013	0.2404	0.0056
ENSGACG00000014617_ENSGACT00000022196	pun	0.0000	0.0251	0.0010
ENSGACG00000014617_ENSGACT00000022196	sin	0.0000	0.0083	0.0010
ENSGACG00000014618_ENSGACT00000022196	ref	0.0001	0.1182	0.0010
ENSGACG00000014618_ENSGACT00000022196	pun	0.0000	0.0164	0.0010
ENSGACG00000014618_ENSGACT00000022196	sin	0.0000	0.0000	99.0000
ENSGACG00000014619_ENSGACT00000019660	ref	0.0067	0.2133	0.0314
ENSGACG00000014619_ENSGACT00000019660	pun	0.0001	0.1121	0.0010
ENSGACG00000014619_ENSGACT00000019660	sin	0.0034	0.0952	0.0354
ENSGACG00000014621_ENSGACT00000019848	ref	0.0211	0.0900	0.2340
ENSGACG00000014621_ENSGACT00000019848	pun	0.0118	0.0297	0.3988
ENSGACG00000014621_ENSGACT00000019848	sin	0.0035	0.0053	0.6526
