chr	start	stop	geneId
chrXII	19461338	19461456	ENSGACG00000021569
chrXII	19461575	19461693	ENSGACG00000021648
chrXII	19461810	19461928	ENSGACG00000022045
chrXII	19462046	19462164	ENSGACG00000021776
chrXII	19462281	19462399	ENSGACG00000021196
chrXII	19462516	19462633	ENSGACG00000021781
chrXII	19465344	19465375	ENSGACG00000022823
chrXII	19511087	19512098	ENSGACG00000013371
chrXII	19528723	19552234	ENSGACG00000013354
chrXII	19556444	19565633	ENSGACG00000013344
chrXII	19566945	19572487	ENSGACG00000013335
chrXII	19578348	19593614	ENSGACG00000013324
chrXII	19594677	19598124	ENSGACG00000013312
chrXII	19600814	19604250	ENSGACG00000013304
chrXII	19604457	19612959	ENSGACG00000013289
chrXII	19633103	19638771	ENSGACG00000013284
chrXII	19642178	19645870	ENSGACG00000013277
chrXII	19647022	19658619	ENSGACG00000013243
chrXII	19659736	19660881	ENSGACG00000013242
chrXII	19669638	19672582	ENSGACG00000013239
chrXII	19683873	19701252	ENSGACG00000013224
chrXII	19753810	19755001	ENSGACG00000013221
chrXII	19768848	19772520	ENSGACG00000013207
chrXII	19774323	19775207	ENSGACG00000013204
chrXII	19778042	19778812	ENSGACG00000013201
chrXII	19780679	19781857	ENSGACG00000013198
chrXII	19782555	19785095	ENSGACG00000013176
chrXII	19785282	19791828	ENSGACG00000013173
chrXII	19793782	19797486	ENSGACG00000013165
chrXII	19797550	19798198	ENSGACG00000013164
chrXII	19799678	19806854	ENSGACG00000013155
chrXII	19810624	19815118	ENSGACG00000013153
chrXII	19820955	19824939	ENSGACG00000013143
chrXII	19839102	19862480	ENSGACG00000013136
chrXII	19884323	19884736	ENSGACG00000022584
chrXII	19886575	19889100	ENSGACG00000013130
chrXII	19890652	19891158	ENSGACG00000013129
chrXII	19913468	19914165	ENSGACG00000013127
chrXII	19920511	20008709	ENSGACG00000013125
chrXII	19962215	20082447	ENSGACG00000013117
chrXII	20095987	20098910	ENSGACG00000013110
chrXII	20106212	20109830	ENSGACG00000013103
chrXII	20110551	20128796	ENSGACG00000013098
chrXII	20214854	20217991	ENSGACG00000013073
chrXII	20215878	20216009	ENSGACG00000022900
chrXII	20217575	20217707	ENSGACG00000022679
chrXII	20220418	20224201	ENSGACG00000013035
chrXII	20245639	20309635	ENSGACG00000013018
chrXII	20312268	20313322	ENSGACG00000013016
chrXII	20319735	20322438	ENSGACG00000013014
chrXII	20330347	20376376	ENSGACG00000013007
chrXII	20522582	20530410	ENSGACG00000013002
chrXII	20537293	20567048	ENSGACG00000012997
chrXIII	15822	18843	ENSGACG00000003912
chrXIII	31576	44057	ENSGACG00000003906
chrXIII	46897	61456	ENSGACG00000003894
chrXIII	64770	70259	ENSGACG00000003892
chrXIII	82467	85382	ENSGACG00000003881
chrXIII	88637	89948	ENSGACG00000003878
chrXIII	90105	93310	ENSGACG00000003876
chrXIII	145994	150040	ENSGACG00000003872
chrXIII	305431	341370	ENSGACG00000003853
chrXIII	345344	349100	ENSGACG00000003835
chrXIII	351392	358328	ENSGACG00000003826
chrXIII	360813	370323	ENSGACG00000003804
chrXIII	391208	391312	ENSGACG00000022226
chrXIII	391538	391619	ENSGACG00000021342
chrXIII	396100	396193	ENSGACG00000021280
chrXIII	396435	396513	ENSGACG00000022315
chrXIII	400039	401541	ENSGACG00000003802
chrXIII	409184	413189	ENSGACG00000003797
chrXIII	415331	420695	ENSGACG00000003784
chrXIII	422478	430746	ENSGACG00000003759
chrXIII	431262	434904	ENSGACG00000003734
chrXIII	447817	448215	ENSGACG00000003732
chrXIII	449652	453819	ENSGACG00000003714
chrXIII	450561	452773	ENSGACG00000003730
chrXIII	455034	457126	ENSGACG00000003691
chrXIII	461239	468831	ENSGACG00000003668
chrXIII	471662	475797	ENSGACG00000003653
chrXIII	485388	499973	ENSGACG00000003644
chrXIII	502817	503224	ENSGACG00000003642
chrXIII	503970	508422	ENSGACG00000003634
chrXIII	509968	520300	ENSGACG00000003622
chrXIII	530233	534759	ENSGACG00000003618
chrXIII	539572	541261	ENSGACG00000003617
chrXIII	566907	571099	ENSGACG00000003583
chrXIII	573288	587203	ENSGACG00000003576
chrXIII	592784	594716	ENSGACG00000003574
chrXIII	629934	639470	ENSGACG00000003569
chrXIII	651502	705967	ENSGACG00000003560
chrXIII	668838	668924	ENSGACG00000022291
chrXIII	669027	669098	ENSGACG00000021521
chrXIII	729194	741934	ENSGACG00000003539
chrXIII	889802	898029	ENSGACG00000003520
chrXIII	1006444	1026024	ENSGACG00000003512
chrXIII	1048119	1049960	ENSGACG00000003503
chrXIII	1061786	1064148	ENSGACG00000003471
chrXIII	1095440	1098010	ENSGACG00000003456
chrXIII	1106297	1109138	ENSGACG00000003446
chrXIII	1118182	1136370	ENSGACG00000003433
chrXIII	1137455	1142541	ENSGACG00000003432
chrXIII	1164095	1172513	ENSGACG00000003381
chrXIII	1176111	1186114	ENSGACG00000003366
chrXIII	1192035	1209600	ENSGACG00000003353
chrXIII	1268723	1315215	ENSGACG00000003335
chrXIII	1324636	1337486	ENSGACG00000003326
chrXIII	1338892	1347921	ENSGACG00000003313
chrXIII	1350300	1362287	ENSGACG00000003309
chrXIII	1370471	1424776	ENSGACG00000003297
chrXIII	1440441	1463237	ENSGACG00000003228
chrXIII	1492462	1501069	ENSGACG00000003927
chrXIII	1503185	1508183	ENSGACG00000003940
chrXIII	1510260	1511745	ENSGACG00000003986
chrXIII	1511820	1514356	ENSGACG00000003987
chrXIII	1514688	1518522	ENSGACG00000003989
chrXIII	1521512	1524882	ENSGACG00000004055
chrXIII	1526525	1528378	ENSGACG00000004060
chrXIII	1530484	1537967	ENSGACG00000004070
chrXIII	1538555	1540560	ENSGACG00000004114
chrXIII	1541870	1553679	ENSGACG00000004119
chrXIII	1556748	1571244	ENSGACG00000004136
chrXIII	1574250	1586065	ENSGACG00000004146
chrXIII	1599692	1604007	ENSGACG00000004156
chrXIII	1614340	1617260	ENSGACG00000004160
chrXIII	1628719	1652575	ENSGACG00000004169
chrXIII	1654417	1666382	ENSGACG00000004212
chrXIII	1669707	1680964	ENSGACG00000004218
chrXIII	1684441	1688404	ENSGACG00000004226
chrXIII	1690424	1713758	ENSGACG00000004240
chrXIII	1698458	1700689	ENSGACG00000004263
chrXIII	1758987	1762699	ENSGACG00000004268
chrXIII	1779555	1782299	ENSGACG00000004269
chrXIII	1785250	1786555	ENSGACG00000004289
chrXIII	1790717	1792909	ENSGACG00000004293
chrXIII	1794089	1799880	ENSGACG00000004300
chrXIII	1800877	1831918	ENSGACG00000004374
chrXIII	1833088	1839182	ENSGACG00000004390
chrXIII	1843878	1851257	ENSGACG00000004398
chrXIII	1853868	1857780	ENSGACG00000004420
chrXIII	1859285	1860683	ENSGACG00000004447
chrXIII	1863747	1869084	ENSGACG00000004452
chrXIII	1871444	1886502	ENSGACG00000004500
chrXIII	1898505	1903466	ENSGACG00000004522
chrXIII	1906098	1914213	ENSGACG00000004529
chrXIII	1919159	1933650	ENSGACG00000004543
chrXIII	1936787	1941260	ENSGACG00000004583
chrXIII	1943016	1955508	ENSGACG00000004614
chrXIII	2011530	2054609	ENSGACG00000004624
chrXIII	2060787	2069900	ENSGACG00000004627
chrXIII	2081529	2098910	ENSGACG00000004629
chrXIII	2105329	2109391	ENSGACG00000004635
chrXIII	2138053	2143038	ENSGACG00000004641
chrXIII	2146003	2156508	ENSGACG00000004678
chrXIII	2167725	2172985	ENSGACG00000004685
chrXIII	2175676	2176578	ENSGACG00000004697
chrXIII	2176774	2177410	ENSGACG00000004698
chrXIII	2196891	2204606	ENSGACG00000004702
chrXIII	2213557	2215236	ENSGACG00000004715
chrXIII	2228515	2231244	ENSGACG00000004719
chrXIII	2239300	2241235	ENSGACG00000004723
chrXIII	2241595	2241676	ENSGACG00000022176
chrXIII	2249663	2252040	ENSGACG00000004733
chrXIII	2253853	2262412	ENSGACG00000004735
chrXIII	2265565	2268126	ENSGACG00000004746
chrXIII	2273362	2279658	ENSGACG00000004754
chrXIII	2316442	2346211	ENSGACG00000004838
chrXIII	2357360	2370885	ENSGACG00000004853
chrXIII	2375287	2400699	ENSGACG00000004909
chrXIII	2401196	2408774	ENSGACG00000004917
chrXIII	2467189	2481081	ENSGACG00000004921
chrXIII	2523204	2524127	ENSGACG00000005037
chrXIII	2567207	2568739	ENSGACG00000005041
chrXIII	2571887	2586452	ENSGACG00000005045
chrXIII	2590182	2590454	ENSGACG00000005062
chrXIII	2601317	2601703	ENSGACG00000005063
chrXIII	2607181	2608491	ENSGACG00000005064
chrXIII	2612937	2620528	ENSGACG00000005069
chrXIII	2620636	2623355	ENSGACG00000005077
chrXIII	2627027	2627519	ENSGACG00000005098
chrXIII	2643567	2646526	ENSGACG00000005099
chrXIII	2730005	2743914	ENSGACG00000005103
chrXIII	2754573	2761825	ENSGACG00000005110
chrXIII	2810816	2818678	ENSGACG00000005114
chrXIII	2822738	2823557	ENSGACG00000005184
chrXIII	2931079	2946732	ENSGACG00000005187
chrXIII	2950458	2959985	ENSGACG00000005194
chrXIII	2961179	2966684	ENSGACG00000005204
chrXIII	2967876	2971872	ENSGACG00000005210
chrXIII	2974448	2983812	ENSGACG00000005242
chrXIII	2986621	2993862	ENSGACG00000005251
chrXIII	3065575	3105091	ENSGACG00000005274
chrXIII	3111879	3127597	ENSGACG00000005295
chrXIII	3156278	3158034	ENSGACG00000005312
chrXIII	3166006	3166618	ENSGACG00000005317
chrXIII	3168194	3174770	ENSGACG00000005319
chrXIII	3199826	3242850	ENSGACG00000005324
chrXIII	3257766	3259517	ENSGACG00000005338
chrXIII	3265050	3265662	ENSGACG00000005340
chrXIII	3287749	3291445	ENSGACG00000005345
chrXIII	3293081	3299848	ENSGACG00000005349
chrXIII	3317979	3320151	ENSGACG00000005391
chrXIII	3541942	3609276	ENSGACG00000005395
chrXIII	3623416	3627040	ENSGACG00000005404
chrXIII	3636849	3639511	ENSGACG00000005409
chrXIII	3642054	3667161	ENSGACG00000005422
chrXIII	3699539	3711666	ENSGACG00000005462
chrXIII	3732393	3742366	ENSGACG00000005508
chrXIII	3768521	3833694	ENSGACG00000005515
chrXIII	3882476	3882790	ENSGACG00000005530
chrXIII	3895676	3896868	ENSGACG00000005534
chrXIII	3898678	3912857	ENSGACG00000005538
chrXIII	3914596	3932865	ENSGACG00000005552
chrXIII	3934092	3934805	ENSGACG00000005569
chrXIII	3944131	3948474	ENSGACG00000005574
chrXIII	3950796	3953343	ENSGACG00000005625
chrXIII	3958240	3971504	ENSGACG00000005630
chrXIII	3974980	3977170	ENSGACG00000005650
chrXIII	3980489	3984077	ENSGACG00000005652
chrXIII	3987940	3994338	ENSGACG00000005658
chrXIII	4002738	4009487	ENSGACG00000005664
chrXIII	4013975	4025476	ENSGACG00000005689
chrXIII	4039238	4068608	ENSGACG00000005703
chrXIII	4077273	4080015	ENSGACG00000005726
chrXIII	4080624	4087132	ENSGACG00000005772
chrXIII	4085611	4089542	ENSGACG00000005837
chrXIII	4090235	4112412	ENSGACG00000005887
chrXIII	4192474	4193291	ENSGACG00000005900
chrXIII	4192491	4194897	ENSGACG00000005902
chrXIII	4203685	4207292	ENSGACG00000005917
chrXIII	4337518	4338066	ENSGACG00000005923
chrXIII	4377159	4404212	ENSGACG00000005927
chrXIII	4405229	4437261	ENSGACG00000005945
chrXIII	4441375	4446248	ENSGACG00000005959
chrXIII	4453104	4457797	ENSGACG00000005997
chrXIII	4486623	4491138	ENSGACG00000006004
chrXIII	4540225	4546008	ENSGACG00000006008
chrXIII	4549237	4558048	ENSGACG00000006024
chrXIII	4563439	4568919	ENSGACG00000006029
chrXIII	4572839	4575754	ENSGACG00000006094
chrXIII	4577946	4581391	ENSGACG00000006107
chrXIII	4583143	4594893	ENSGACG00000006116
chrXIII	4598453	4605144	ENSGACG00000006134
chrXIII	4609825	4611830	ENSGACG00000006139
chrXIII	4614409	4617940	ENSGACG00000006143
chrXIII	4621043	4625012	ENSGACG00000006149
chrXIII	4627086	4635678	ENSGACG00000006172
chrXIII	4637368	4642401	ENSGACG00000006209
chrXIII	4718175	4719338	ENSGACG00000006212
chrXIII	4739500	4757765	ENSGACG00000006214
chrXIII	4822900	4865643	ENSGACG00000006220
chrXIII	4868797	4886528	ENSGACG00000006242
chrXIII	4887905	4892524	ENSGACG00000006280
chrXIII	4902610	4904954	ENSGACG00000006284
chrXIII	4920356	4945861	ENSGACG00000006289
chrXIII	4951283	4964955	ENSGACG00000006295
chrXIII	4975851	4979063	ENSGACG00000006305
chrXIII	4982724	4989442	ENSGACG00000006313
chrXIII	5014235	5015157	ENSGACG00000006361
chrXIII	5017043	5021126	ENSGACG00000006363
chrXIII	5034648	5038273	ENSGACG00000006380
chrXIII	5041628	5046111	ENSGACG00000006389
chrXIII	5047806	5052531	ENSGACG00000006405
chrXIII	5058574	5062693	ENSGACG00000006418
chrXIII	5063918	5070839	ENSGACG00000006513
chrXIII	5074451	5088689	ENSGACG00000006524
chrXIII	5102933	5104217	ENSGACG00000006542
chrXIII	5112266	5118803	ENSGACG00000006548
chrXIII	5122708	5127606	ENSGACG00000006566
chrXIII	5131577	5133164	ENSGACG00000006569
chrXIII	5134441	5135110	ENSGACG00000006574
chrXIII	5136512	5141415	ENSGACG00000006585
chrXIII	5142595	5143674	ENSGACG00000006643
chrXIII	5147761	5153475	ENSGACG00000006653
chrXIII	5156324	5160861	ENSGACG00000006662
chrXIII	5162715	5164290	ENSGACG00000006670
chrXIII	5165791	5166423	ENSGACG00000006689
chrXIII	5169146	5172576	ENSGACG00000006692
chrXIII	5174431	5176987	ENSGACG00000006715
chrXIII	5180270	5183832	ENSGACG00000006722
chrXIII	5183880	5194070	ENSGACG00000006728
chrXIII	5194441	5196142	ENSGACG00000006769
chrXIII	5199225	5201466	ENSGACG00000006788
chrXIII	5481456	5493817	ENSGACG00000006791
chrXIII	5635194	5636935	ENSGACG00000006793
chrXIII	5641203	5645475	ENSGACG00000006815
chrXIII	5646970	5650147	ENSGACG00000006821
chrXIII	5657307	5662162	ENSGACG00000006824
chrXIII	5664488	5666670	ENSGACG00000006838
chrXIII	5675029	5680240	ENSGACG00000006842
chrXIII	5703575	5706615	ENSGACG00000006857
chrXIII	5707137	5710339	ENSGACG00000006860
chrXIII	5711021	5745109	ENSGACG00000006876
chrXIII	5748000	5761114	ENSGACG00000006892
chrXIII	5768682	5775531	ENSGACG00000006905
chrXIII	5777208	5782861	ENSGACG00000006913
chrXIII	5782912	5785516	ENSGACG00000006928
chrXIII	5795620	5797236	ENSGACG00000006930
chrXIII	5840848	5916792	ENSGACG00000006939
chrXIII	5920865	5926341	ENSGACG00000006978
chrXIII	5934118	5943447	ENSGACG00000006992
chrXIII	5978900	6004670	ENSGACG00000007012
chrXIII	6022448	6038945	ENSGACG00000007029
chrXIII	6041140	6067886	ENSGACG00000007034
chrXIII	6041938	6042064	ENSGACG00000021414
chrXIII	6044733	6044806	ENSGACG00000021500
chrXIII	6045053	6045125	ENSGACG00000021406
chrXIII	6072435	6095546	ENSGACG00000007036
chrXIII	6097670	6098959	ENSGACG00000007043
chrXIII	6102305	6134818	ENSGACG00000007048
chrXIII	6148660	6159873	ENSGACG00000007072
chrXIII	6161549	6162520	ENSGACG00000007103
chrXIII	6163585	6182723	ENSGACG00000007106
chrXIII	6196341	6196399	ENSGACG00000022530
chrXIII	6207431	6246104	ENSGACG00000007111
chrXIII	6248169	6250063	ENSGACG00000007118
chrXIII	6250671	6263411	ENSGACG00000007120
chrXIII	6250713	6251647	ENSGACG00000007127
chrXIII	6263495	6273128	ENSGACG00000007129
chrXIII	6274308	6278227	ENSGACG00000007167
chrXIII	6388723	6412091	ENSGACG00000007191
chrXIII	6418541	6425813	ENSGACG00000007201
chrXIII	6430504	6435884	ENSGACG00000007218
chrXIII	6469003	6473869	ENSGACG00000007252
chrXIII	6477409	6479774	ENSGACG00000007275
chrXIII	6481565	6492571	ENSGACG00000007279
chrXIII	6495513	6503900	ENSGACG00000007292
chrXIII	6510030	6515180	ENSGACG00000007298
chrXIII	6517229	6517762	ENSGACG00000007312
chrXIII	6521306	6524043	ENSGACG00000007315
chrXIII	6525599	6528384	ENSGACG00000007321
chrXIII	6529980	6538168	ENSGACG00000007327
chrXIII	6541675	6546223	ENSGACG00000007338
chrXIII	6570975	6572197	ENSGACG00000007342
chrXIII	6578598	6728935	ENSGACG00000007345
chrXIII	6847970	6848122	ENSGACG00000007375
chrXIII	6990206	7024995	ENSGACG00000007377
chrXIII	7031994	7057130	ENSGACG00000007382
chrXIII	7062250	7070325	ENSGACG00000007394
chrXIII	7070567	7075041	ENSGACG00000007399
chrXIII	7085060	7089222	ENSGACG00000007406
chrXIII	7091324	7093961	ENSGACG00000007420
chrXIII	7095863	7100562	ENSGACG00000007490
chrXIII	7106745	7112830	ENSGACG00000007495
chrXIII	7135722	7150613	ENSGACG00000007510
chrXIII	7168271	7179106	ENSGACG00000007528
chrXIII	7189135	7225442	ENSGACG00000007535
chrXIII	7231667	7234558	ENSGACG00000007544
chrXIII	7235761	7240604	ENSGACG00000007551
chrXIII	7242062	7248491	ENSGACG00000007564
chrXIII	7249463	7254869	ENSGACG00000007576
chrXIII	7255421	7268300	ENSGACG00000007581
chrXIII	7256736	7256826	ENSGACG00000022192
chrXIII	7269187	7274503	ENSGACG00000007616
chrXIII	7299378	7355187	ENSGACG00000007625
chrXIII	7356092	7359907	ENSGACG00000007634
chrXIII	7376450	7395942	ENSGACG00000007638
chrXIII	7397696	7405305	ENSGACG00000007653
chrXIII	7408491	7411130	ENSGACG00000007679
chrXIII	7413082	7418903	ENSGACG00000007686
chrXIII	7430208	7438904	ENSGACG00000007696
chrXIII	7445574	7465470	ENSGACG00000007706
chrXIII	7467399	7474467	ENSGACG00000007732
chrXIII	7484766	7486220	ENSGACG00000007743
chrXIII	7495399	7509368	ENSGACG00000007745
chrXIII	7518802	7523668	ENSGACG00000007757
chrXIII	7533723	7573330	ENSGACG00000007765
chrXIII	7619103	7624432	ENSGACG00000007776
chrXIII	7631062	7697424	ENSGACG00000007780
chrXIII	7929017	7930734	ENSGACG00000007804
chrXIII	7935172	7939763	ENSGACG00000007806
chrXIII	7943882	7953982	ENSGACG00000007821
chrXIII	7958391	7965354	ENSGACG00000007900
chrXIII	7967387	7998545	ENSGACG00000007925
chrXIII	8008864	8009709	ENSGACG00000007973
chrXIII	8014429	8022349	ENSGACG00000007980
chrXIII	8036155	8039807	ENSGACG00000007984
chrXIII	8044620	8046408	ENSGACG00000007993
chrXIII	8084061	8086494	ENSGACG00000008000
chrXIII	8090214	8143641	ENSGACG00000008029
chrXIII	8149971	8161261	ENSGACG00000008043
chrXIII	8166788	8170554	ENSGACG00000008074
chrXIII	8172818	8174343	ENSGACG00000008080
chrXIII	8174829	8178401	ENSGACG00000008083
chrXIII	8178173	8180575	ENSGACG00000008097
chrXIII	8181662	8184984	ENSGACG00000008103
chrXIII	8188211	8193374	ENSGACG00000008111
chrXIII	8195052	8204088	ENSGACG00000008122
chrXIII	8208286	8212887	ENSGACG00000008128
chrXIII	8214141	8235691	ENSGACG00000008142
chrXIII	8237297	8241800	ENSGACG00000008163
chrXIII	8245141	8251387	ENSGACG00000008178
chrXIII	8252390	8269622	ENSGACG00000008197
chrXIII	8271832	8273032	ENSGACG00000008220
chrXIII	8276899	8292016	ENSGACG00000008222
chrXIII	8293913	8298787	ENSGACG00000008235
chrXIII	8299610	8301300	ENSGACG00000008243
chrXIII	8301706	8303648	ENSGACG00000008249
chrXIII	8305571	8306782	ENSGACG00000008255
chrXIII	8321652	8340577	ENSGACG00000008257
chrXIII	8343590	8345274	ENSGACG00000008271
chrXIII	8346272	8350113	ENSGACG00000008274
chrXIII	8351199	8355775	ENSGACG00000008308
chrXIII	8357389	8363516	ENSGACG00000008336
chrXIII	8375895	8401616	ENSGACG00000008350
chrXIII	8403613	8404522	ENSGACG00000008365
chrXIII	8413473	8418657	ENSGACG00000008367
chrXIII	8423723	8426742	ENSGACG00000008374
chrXIII	8434435	8436352	ENSGACG00000008412
chrXIII	8436776	8441227	ENSGACG00000008416
chrXIII	8441306	8444602	ENSGACG00000008426
chrXIII	8449029	8455020	ENSGACG00000008429
chrXIII	8459313	8484559	ENSGACG00000008451
chrXIII	8532120	8565751	ENSGACG00000008464
chrXIII	8540109	8540212	ENSGACG00000022884
chrXIII	8574973	8576867	ENSGACG00000008499
chrXIII	8577449	8579883	ENSGACG00000008502
chrXIII	8580753	8584189	ENSGACG00000008530
chrXIII	8584402	8586660	ENSGACG00000008555
chrXIII	8599301	8627598	ENSGACG00000008560
chrXIII	8630758	8639993	ENSGACG00000008570
chrXIII	8643612	8660155	ENSGACG00000008581
chrXIII	8668231	8680872	ENSGACG00000008598
chrXIII	8683680	8691483	ENSGACG00000008603
chrXIII	8691995	8693226	ENSGACG00000008626
chrXIII	8697739	8706497	ENSGACG00000008631
chrXIII	8740929	8758235	ENSGACG00000008633
chrXIII	8768031	8776056	ENSGACG00000008660
chrXIII	8776934	8778324	ENSGACG00000008693
chrXIII	8779602	8781478	ENSGACG00000008696
chrXIII	8784531	8785693	ENSGACG00000008699
chrXIII	8790409	8791447	ENSGACG00000008701
chrXIII	8794948	8798405	ENSGACG00000008705
chrXIII	8801453	8814368	ENSGACG00000008716
chrXIII	8816988	8828190	ENSGACG00000008754
chrXIII	8843382	8859836	ENSGACG00000008766
chrXIII	8860121	8871216	ENSGACG00000008769
chrXIII	8874134	8875837	ENSGACG00000008778
chrXIII	8888013	8889543	ENSGACG00000008784
chrXIII	8890927	8897637	ENSGACG00000008787
chrXIII	8897892	8899467	ENSGACG00000008801
chrXIII	8900070	8900721	ENSGACG00000008813
chrXIII	8903426	8906006	ENSGACG00000008814
chrXIII	8909807	8925757	ENSGACG00000008816
chrXIII	8939845	8954818	ENSGACG00000008856
chrXIII	8955637	8959745	ENSGACG00000008861
chrXIII	8961124	8966342	ENSGACG00000008884
chrXIII	8966875	8970692	ENSGACG00000008917
chrXIII	8972086	8974155	ENSGACG00000008931
chrXIII	8973554	8975909	ENSGACG00000008939
chrXIII	8976580	8977906	ENSGACG00000008963
chrXIII	8978569	8989361	ENSGACG00000008971
chrXIII	8989893	8991865	ENSGACG00000008973
chrXIII	8994821	9013077	ENSGACG00000008977
chrXIII	9021978	9028031	ENSGACG00000009001
chrXIII	9033211	9038020	ENSGACG00000009085
chrXIII	9038936	9050549	ENSGACG00000009100
chrXIII	9051655	9056374	ENSGACG00000009114
chrXIII	9057288	9060073	ENSGACG00000009126
chrXIII	9062323	9072737	ENSGACG00000009136
chrXIII	9082014	9083453	ENSGACG00000009146
chrXIII	9162386	9169258	ENSGACG00000009149
chrXIII	9171218	9174597	ENSGACG00000009157
chrXIII	9177310	9183386	ENSGACG00000009166
chrXIII	9184382	9187225	ENSGACG00000009196
chrXIII	9188238	9195422	ENSGACG00000009207
chrXIII	9204455	9209353	ENSGACG00000009215
chrXIII	9211002	9224527	ENSGACG00000009222
chrXIII	9229663	9242394	ENSGACG00000009265
chrXIII	9244255	9248572	ENSGACG00000009294
chrXIII	9249328	9255789	ENSGACG00000009302
chrXIII	9256977	9260225	ENSGACG00000009328
chrXIII	9262301	9268919	ENSGACG00000009334
chrXIII	9271037	9271693	ENSGACG00000009352
chrXIII	9272971	9283757	ENSGACG00000009355
chrXIII	9284993	9294305	ENSGACG00000009399
chrXIII	9289137	9289222	ENSGACG00000021327
chrXIII	9295628	9301625	ENSGACG00000009410
chrXIII	9303459	9309392	ENSGACG00000009462
chrXIII	9310273	9314162	ENSGACG00000009498
chrXIII	9314772	9317154	ENSGACG00000009510
chrXIII	9319417	9328255	ENSGACG00000009515
chrXIII	9330520	9333764	ENSGACG00000009529
chrXIII	9334934	9335236	ENSGACG00000009534
chrXIII	9337546	9342577	ENSGACG00000009535
chrXIII	9342370	9352166	ENSGACG00000009537
chrXIII	9367336	9375940	ENSGACG00000009550
chrXIII	9383624	9385645	ENSGACG00000009556
chrXIII	9394501	9404317	ENSGACG00000009561
chrXIII	9412393	9415041	ENSGACG00000009571
chrXIII	9422860	9427224	ENSGACG00000009578
chrXIII	9427620	9432882	ENSGACG00000009585
chrXIII	9433596	9434944	ENSGACG00000009595
chrXIII	9435840	9440684	ENSGACG00000009599
chrXIII	9441085	9447343	ENSGACG00000009614
chrXIII	9449679	9452436	ENSGACG00000009632
chrXIII	9454946	9457185	ENSGACG00000009634
chrXIII	9457745	9460483	ENSGACG00000009638
chrXIII	9460867	9469522	ENSGACG00000009640
chrXIII	9469514	9471795	ENSGACG00000009687
chrXIII	9474478	9479229	ENSGACG00000009733
chrXIII	9483699	9499247	ENSGACG00000009739
chrXIII	9502167	9505254	ENSGACG00000009749
chrXIII	9506321	9510861	ENSGACG00000009754
chrXIII	9546174	9553996	ENSGACG00000009766
chrXIII	9555534	9563513	ENSGACG00000009777
chrXIII	9567423	9575244	ENSGACG00000009799
chrXIII	9581601	9584821	ENSGACG00000009816
chrXIII	9602118	9622245	ENSGACG00000009839
chrXIII	9634644	9639766	ENSGACG00000009848
chrXIII	9641184	9654500	ENSGACG00000009870
chrXIII	9653217	9654091	ENSGACG00000009877
chrXIII	9656284	9662076	ENSGACG00000009878
chrXIII	9664437	9667771	ENSGACG00000009887
chrXIII	9670982	9678459	ENSGACG00000009895
chrXIII	9682803	9685658	ENSGACG00000009902
chrXIII	9687499	9704523	ENSGACG00000009905
chrXIII	9709258	9717042	ENSGACG00000009930
chrXIII	9718538	9721176	ENSGACG00000009937
chrXIII	9724859	9728795	ENSGACG00000009941
chrXIII	9728192	9728282	ENSGACG00000022462
chrXIII	9729326	9742561	ENSGACG00000009965
chrXIII	9744300	9750869	ENSGACG00000009985
chrXIII	9757100	9760926	ENSGACG00000010004
chrXIII	9774455	9782700	ENSGACG00000010008
chrXIII	9787268	9800654	ENSGACG00000010013
chrXIII	9802317	9808551	ENSGACG00000010020
chrXIII	9810875	9814240	ENSGACG00000010026
chrXIII	9814339	9820902	ENSGACG00000010031
chrXIII	9832002	9847138	ENSGACG00000010037
chrXIII	9851410	9877435	ENSGACG00000010070
chrXIII	9865275	9867291	ENSGACG00000010134
chrXIII	9878841	9880899	ENSGACG00000010138
chrXIII	9880102	9881725	ENSGACG00000010141
chrXIII	9883549	9884993	ENSGACG00000010145
chrXIII	9885898	9888547	ENSGACG00000010148
chrXIII	9890922	9929274	ENSGACG00000010152
chrXIII	9941933	9943709	ENSGACG00000010176
chrXIII	9949000	9952380	ENSGACG00000010177
chrXIII	9952936	9956281	ENSGACG00000010182
chrXIII	10009323	10044666	ENSGACG00000010187
chrXIII	10048467	10050325	ENSGACG00000010212
chrXIII	10095652	10137363	ENSGACG00000010214
chrXIII	10265296	10266707	ENSGACG00000010223
chrXIII	10289487	10308628	ENSGACG00000010225
chrXIII	10309556	10348325	ENSGACG00000010245
chrXIII	10349815	10357626	ENSGACG00000010257
chrXIII	10374806	10407594	ENSGACG00000010269
chrXIII	10404322	10404393	ENSGACG00000021450
chrXIII	10417033	10451621	ENSGACG00000010270
chrXIII	10588661	10611565	ENSGACG00000010275
chrXIII	10622025	10629102	ENSGACG00000010281
chrXIII	10661504	10664778	ENSGACG00000010293
chrXIII	10669735	10682367	ENSGACG00000010296
chrXIII	10674686	10676888	ENSGACG00000010311
chrXIII	10685051	10689514	ENSGACG00000010315
chrXIII	10694034	10698118	ENSGACG00000010369
chrXIII	10704836	10708208	ENSGACG00000010375
chrXIII	10963808	10979585	ENSGACG00000010379
chrXIII	10982431	10988993	ENSGACG00000010385
chrXIII	10993971	11013359	ENSGACG00000010395
chrXIII	11046014	11134447	ENSGACG00000010397
chrXIII	11191328	11224698	ENSGACG00000010402
chrXIII	11236663	11240907	ENSGACG00000010413
chrXIII	11261796	11330828	ENSGACG00000010419
