gene	species	dN	dS	dNdS
ENSGACG00000007572_ENSGACT00000017654	Xprivate	0.0000	0.0000	0.2971
ENSGACG00000007572_ENSGACT00000017654	Y	0.0425	0.1471	0.2889
ENSGACG00000007572_ENSGACT00000017654	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007575_ENSGACT00000017674	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007575_ENSGACT00000017674	sin	0.0004	0.4405	0.0010
ENSGACG00000007575_ENSGACT00000017674	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007575_ENSGACT00000017674	tym	0.0004	0.4405	0.0010
ENSGACG00000007575_ENSGACT00000017674	X	0.0004	0.4405	0.0010
ENSGACG00000007575_ENSGACT00000017674	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007575_ENSGACT00000017674	Y	0.0004	0.4405	0.0010
ENSGACG00000007575_ENSGACT00000017674	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007599_ENSGACT00000017674	ref_chrXII	0.0017	0.0062	0.2801
ENSGACG00000007599_ENSGACT00000017674	sin	0.0036	0.1215	0.0297
ENSGACG00000007599_ENSGACT00000017674	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007599_ENSGACT00000017674	tym	0.0071	0.1366	0.0519
ENSGACG00000007599_ENSGACT00000017674	X	0.0036	0.1121	0.0318
ENSGACG00000007599_ENSGACT00000017674	Xprivate	0.0000	0.0000	0.1143
ENSGACG00000007599_ENSGACT00000017674	Y	0.0036	0.1113	0.0321
ENSGACG00000007599_ENSGACT00000017674	Yprivate	0.0000	0.0000	0.1295
ENSGACG00000007643_ENSGACT00000017699	ref_chrXII	0.0032	0.0056	0.5730
ENSGACG00000007643_ENSGACT00000017699	sin	0.0563	0.1327	0.4245
ENSGACG00000007643_ENSGACT00000017699	sinprivate	0.0000	0.0000	0.3614
ENSGACG00000007643_ENSGACT00000017699	tym	0.0579	0.1282	0.4516
ENSGACG00000007643_ENSGACT00000017699	X	0.0572	0.1301	0.4395
ENSGACG00000007643_ENSGACT00000017699	Xprivate	0.0000	0.0000	0.4672
ENSGACG00000007643_ENSGACT00000017699	Y	0.0518	0.1293	0.4011
ENSGACG00000007643_ENSGACT00000017699	Yprivate	0.0000	0.0000	0.2721
ENSGACG00000007691_ENSGACT00000016725	ref_chrXII	0.0000	0.0000	0.0434
ENSGACG00000007691_ENSGACT00000016725	sin	0.0094	0.1465	0.0642
ENSGACG00000007691_ENSGACT00000016725	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007691_ENSGACT00000016725	tym	0.0094	0.1465	0.0642
ENSGACG00000007691_ENSGACT00000016725	X	0.0094	0.1465	0.0642
ENSGACG00000007691_ENSGACT00000016725	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007691_ENSGACT00000016725	Y	0.0094	0.1465	0.0642
ENSGACG00000007691_ENSGACT00000016725	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016734	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016734	sin	0.0023	0.1202	0.0188
ENSGACG00000007705_ENSGACT00000016734	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016734	tym	0.0022	0.1319	0.0167
ENSGACG00000007705_ENSGACT00000016734	X	0.0044	0.1417	0.0311
ENSGACG00000007705_ENSGACT00000016734	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016734	Y	0.0023	0.1202	0.0188
ENSGACG00000007705_ENSGACT00000016734	Yprivate	0.0000	0.0000	0.0321
ENSGACG00000007705_ENSGACT00000016738	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016738	sin	0.0053	0.1150	0.0461
ENSGACG00000007705_ENSGACT00000016738	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016738	tym	0.0052	0.1196	0.0438
ENSGACG00000007705_ENSGACT00000016738	X	0.0063	0.1244	0.0505
ENSGACG00000007705_ENSGACT00000016738	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007705_ENSGACT00000016738	Y	0.0053	0.1150	0.0461
ENSGACG00000007705_ENSGACT00000016738	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007741_ENSGACT00000016751	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000007741_ENSGACT00000016751	sin	0.0001	0.0788	0.0010
ENSGACG00000007741_ENSGACT00000016751	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000007741_ENSGACT00000016751	tym	0.0000	0.0254	0.0010
ENSGACG00000007741_ENSGACT00000016751	X	0.0000	0.0254	0.0010
ENSGACG00000007741_ENSGACT00000016751	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007741_ENSGACT00000016751	Y	0.0000	0.0254	0.0010
ENSGACG00000007741_ENSGACT00000016751	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007810_ENSGACT00000016751	ref_chrXII	0.0028	0.0169	0.1680
ENSGACG00000007810_ENSGACT00000016751	sin	0.0193	0.1533	0.1260
ENSGACG00000007810_ENSGACT00000016751	sinprivate	0.0000	0.0000	0.0779
ENSGACG00000007810_ENSGACT00000016751	tym	0.0202	0.1570	0.1287
ENSGACG00000007810_ENSGACT00000016751	X	0.0211	0.1488	0.1418
ENSGACG00000007810_ENSGACT00000016751	Xprivate	0.0000	0.0000	0.1399
ENSGACG00000007810_ENSGACT00000016751	Y	0.0163	0.1298	0.1258
ENSGACG00000007810_ENSGACT00000016751	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007812_ENSGACT00000016751	ref_chrXII	0.0000	0.0023	0.0010
ENSGACG00000007812_ENSGACT00000016751	sin	0.0197	0.1523	0.1296
ENSGACG00000007812_ENSGACT00000016751	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000007812_ENSGACT00000016751	tym	0.0199	0.1521	0.1310
ENSGACG00000007812_ENSGACT00000016751	X	0.0208	0.1556	0.1339
ENSGACG00000007812_ENSGACT00000016751	Xprivate	0.0000	0.0000	0.1735
ENSGACG00000007812_ENSGACT00000016751	Y	0.0199	0.1385	0.1436
ENSGACG00000007812_ENSGACT00000016751	Yprivate	0.0000	0.0000	0.1990
ENSGACG00000007814_ENSGACT00000016751	ref_chrXII	0.0000	0.0000	0.0078
ENSGACG00000007814_ENSGACT00000016751	sin	0.0373	0.1104	0.3378
ENSGACG00000007814_ENSGACT00000016751	sinprivate	0.0000	0.0000	0.2340
ENSGACG00000007814_ENSGACT00000016751	tym	0.0266	0.1023	0.2602
ENSGACG00000007814_ENSGACT00000016751	X	0.0340	0.1086	0.3136
ENSGACG00000007814_ENSGACT00000016751	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007814_ENSGACT00000016751	Y	0.0303	0.0990	0.3065
ENSGACG00000007814_ENSGACT00000016751	Yprivate	0.0000	0.0000	0.2336
ENSGACG00000007817_ENSGACT00000016754	ref_chrXII	0.0000	0.0000	0.1752
ENSGACG00000007817_ENSGACT00000016754	sin	0.0156	0.0762	0.2048
ENSGACG00000007817_ENSGACT00000016754	sinprivate	0.0000	0.0000	0.0979
ENSGACG00000007817_ENSGACT00000016754	tym	0.0156	0.0762	0.2048
ENSGACG00000007817_ENSGACT00000016754	X	0.0156	0.0762	0.2048
ENSGACG00000007817_ENSGACT00000016754	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007817_ENSGACT00000016754	Y	0.0156	0.0762	0.2048
ENSGACG00000007817_ENSGACT00000016754	Yprivate	0.0000	0.0000	0.1428
ENSGACG00000007830_ENSGACT00000016774	ref_chrXII	0.0000	0.0000	0.1840
ENSGACG00000007830_ENSGACT00000016774	sin	0.0550	0.1738	0.3166
ENSGACG00000007830_ENSGACT00000016774	sinprivate	0.0000	0.0000	74.4212
ENSGACG00000007830_ENSGACT00000016774	tym	0.0630	0.1681	0.3751
ENSGACG00000007830_ENSGACT00000016774	X	0.0606	0.1509	0.4014
ENSGACG00000007830_ENSGACT00000016774	Xprivate	0.0000	0.0000	0.3387
ENSGACG00000007830_ENSGACT00000016774	Y	0.0552	0.1445	0.3822
ENSGACG00000007830_ENSGACT00000016774	Yprivate	0.0000	0.0000	0.3470
ENSGACG00000007867_ENSGACT00000016786	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007867_ENSGACT00000016786	sin	0.0026	0.1259	0.0210
ENSGACG00000007867_ENSGACT00000016786	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007867_ENSGACT00000016786	tym	0.0026	0.1567	0.0168
ENSGACG00000007867_ENSGACT00000016786	X	0.0027	0.1327	0.0201
ENSGACG00000007867_ENSGACT00000016786	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007867_ENSGACT00000016786	Y	0.0026	0.1259	0.0210
ENSGACG00000007867_ENSGACT00000016786	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007894_ENSGACT00000016812	ref_chrXII	0.0000	0.0058	0.0010
ENSGACG00000007894_ENSGACT00000016812	sin	0.0001	0.1167	0.0010
ENSGACG00000007894_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007894_ENSGACT00000016812	tym	0.0001	0.1178	0.0010
ENSGACG00000007894_ENSGACT00000016812	X	0.0001	0.1440	0.0010
ENSGACG00000007894_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.0762
ENSGACG00000007894_ENSGACT00000016812	Y	0.0001	0.1102	0.0010
ENSGACG00000007894_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.0988
ENSGACG00000007903_ENSGACT00000016812	ref_chrXII	0.0022	0.0060	0.3615
ENSGACG00000007903_ENSGACT00000016812	sin	0.0114	0.1266	0.0904
ENSGACG00000007903_ENSGACT00000016812	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000007903_ENSGACT00000016812	tym	0.0140	0.1282	0.1094
ENSGACG00000007903_ENSGACT00000016812	X	0.0128	0.1233	0.1039
ENSGACG00000007903_ENSGACT00000016812	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000007903_ENSGACT00000016812	Y	0.0100	0.1147	0.0868
ENSGACG00000007903_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007907_ENSGACT00000016812	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007907_ENSGACT00000016812	sin	0.0084	0.2282	0.0369
ENSGACG00000007907_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007907_ENSGACT00000016812	tym	0.0084	0.2141	0.0392
ENSGACG00000007907_ENSGACT00000016812	X	0.0091	0.2144	0.0424
ENSGACG00000007907_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007907_ENSGACT00000016812	Y	0.0084	0.2194	0.0384
ENSGACG00000007907_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.3593
ENSGACG00000007913_ENSGACT00000016812	ref_chrXII	0.0012	0.0042	0.2906
ENSGACG00000007913_ENSGACT00000016812	sin	0.0041	0.1505	0.0274
ENSGACG00000007913_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007913_ENSGACT00000016812	tym	0.0035	0.1432	0.0246
ENSGACG00000007913_ENSGACT00000016812	X	0.0047	0.1318	0.0360
ENSGACG00000007913_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007913_ENSGACT00000016812	Y	0.0036	0.1282	0.0278
ENSGACG00000007913_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.1166
ENSGACG00000007932_ENSGACT00000016812	ref_chrXII	0.0000	0.0110	0.0010
ENSGACG00000007932_ENSGACT00000016812	sin	0.0079	0.1645	0.0478
ENSGACG00000007932_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007932_ENSGACT00000016812	tym	0.0084	0.1639	0.0515
ENSGACG00000007932_ENSGACT00000016812	X	0.0090	0.1663	0.0539
ENSGACG00000007932_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007932_ENSGACT00000016812	Y	0.0079	0.1579	0.0499
ENSGACG00000007932_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.1379
ENSGACG00000007935_ENSGACT00000016812	ref_chrXII	0.0019	0.0019	0.9818
ENSGACG00000007935_ENSGACT00000016812	sin	0.0258	0.1126	0.2293
ENSGACG00000007935_ENSGACT00000016812	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000007935_ENSGACT00000016812	tym	0.0259	0.1064	0.2440
ENSGACG00000007935_ENSGACT00000016812	X	0.0296	0.1096	0.2699
ENSGACG00000007935_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.2584
ENSGACG00000007935_ENSGACT00000016812	Y	0.0258	0.1103	0.2338
ENSGACG00000007935_ENSGACT00000016812	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000007944_ENSGACT00000016812	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000007944_ENSGACT00000016812	sin	0.0248	0.1152	0.2152
ENSGACG00000007944_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000007944_ENSGACT00000016812	tym	0.0327	0.1208	0.2711
ENSGACG00000007944_ENSGACT00000016812	X	0.0328	0.1547	0.2120
ENSGACG00000007944_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000007944_ENSGACT00000016812	Y	0.0248	0.1152	0.2152
ENSGACG00000007944_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000007950_ENSGACT00000016812	ref_chrXII	0.0033	0.0000	99.0000
ENSGACG00000007950_ENSGACT00000016812	sin	0.0336	0.1442	0.2332
ENSGACG00000007950_ENSGACT00000016812	sinprivate	0.0000	0.0000	0.1926
ENSGACG00000007950_ENSGACT00000016812	tym	0.0373	0.1487	0.2506
ENSGACG00000007950_ENSGACT00000016812	X	0.0348	0.1500	0.2321
ENSGACG00000007950_ENSGACT00000016812	Xprivate	0.0000	0.0000	0.2864
ENSGACG00000007950_ENSGACT00000016812	Y	0.0337	0.1492	0.2256
ENSGACG00000007950_ENSGACT00000016812	Yprivate	0.0000	0.0000	0.2232
ENSGACG00000008023_ENSGACT00000016857	ref_chrXII	0.0000	0.0060	0.0010
ENSGACG00000008023_ENSGACT00000016857	sin	0.0089	0.1118	0.0798
ENSGACG00000008023_ENSGACT00000016857	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008023_ENSGACT00000016857	tym	0.0091	0.1033	0.0879
ENSGACG00000008023_ENSGACT00000016857	X	0.0091	0.1072	0.0849
ENSGACG00000008023_ENSGACT00000016857	Xprivate	0.0000	0.0000	0.1413
ENSGACG00000008023_ENSGACT00000016857	Y	0.0090	0.1020	0.0878
ENSGACG00000008023_ENSGACT00000016857	Yprivate	0.0000	0.0000	0.0140
ENSGACG00000008035_ENSGACT00000016915	ref_chrXII	0.0000	0.0000	0.2603
ENSGACG00000008035_ENSGACT00000016915	sin	0.0358	0.0633	0.5662
ENSGACG00000008035_ENSGACT00000016915	sinprivate	0.0000	0.0000	0.1996
ENSGACG00000008035_ENSGACT00000016915	tym	0.0315	0.0824	0.3827
ENSGACG00000008035_ENSGACT00000016915	X	0.0280	0.0940	0.2979
ENSGACG00000008035_ENSGACT00000016915	Xprivate	0.0000	0.0000	0.3392
ENSGACG00000008035_ENSGACT00000016915	Y	0.0280	0.0940	0.2979
ENSGACG00000008035_ENSGACT00000016915	Yprivate	0.0000	0.0000	0.2094
ENSGACG00000008072_ENSGACT00000016940	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008072_ENSGACT00000016940	sin	0.0489	0.2191	0.2234
ENSGACG00000008072_ENSGACT00000016940	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008072_ENSGACT00000016940	tym	0.0453	0.2395	0.1893
ENSGACG00000008072_ENSGACT00000016940	X	0.0487	0.2113	0.2306
ENSGACG00000008072_ENSGACT00000016940	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000008072_ENSGACT00000016940	Y	0.0434	0.2204	0.1969
ENSGACG00000008072_ENSGACT00000016940	Yprivate	0.0000	0.0000	0.2076
ENSGACG00000008079_ENSGACT00000016940	ref_chrXII	0.0033	0.0100	0.3333
ENSGACG00000008079_ENSGACT00000016940	sin	0.0173	0.0784	0.2206
ENSGACG00000008079_ENSGACT00000016940	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008079_ENSGACT00000016940	tym	0.0210	0.0763	0.2758
ENSGACG00000008079_ENSGACT00000016940	X	0.0238	0.1048	0.2270
ENSGACG00000008079_ENSGACT00000016940	Xprivate	0.0000	0.0000	0.2822
ENSGACG00000008079_ENSGACT00000016940	Y	0.0173	0.0784	0.2206
ENSGACG00000008079_ENSGACT00000016940	Yprivate	0.0000	0.0000	0.2356
ENSGACG00000008082_ENSGACT00000016980	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008082_ENSGACT00000016980	sin	0.0065	0.0863	0.0753
ENSGACG00000008082_ENSGACT00000016980	sinprivate	0.0000	0.0000	0.0508
ENSGACG00000008082_ENSGACT00000016980	tym	0.0032	0.0921	0.0344
ENSGACG00000008082_ENSGACT00000016980	X	0.0032	0.0921	0.0344
ENSGACG00000008082_ENSGACT00000016980	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000008082_ENSGACT00000016980	Y	0.0065	0.0863	0.0753
ENSGACG00000008082_ENSGACT00000016980	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008138_ENSGACT00000016980	ref_chrXII	0.0000	0.0189	0.0010
ENSGACG00000008138_ENSGACT00000016980	sin	0.0069	0.2332	0.0296
ENSGACG00000008138_ENSGACT00000016980	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008138_ENSGACT00000016980	tym	0.0069	0.2133	0.0322
ENSGACG00000008138_ENSGACT00000016980	X	0.0086	0.2135	0.0403
ENSGACG00000008138_ENSGACT00000016980	Xprivate	0.0000	0.0000	0.0996
ENSGACG00000008138_ENSGACT00000016980	Y	0.0069	0.1888	0.0364
ENSGACG00000008138_ENSGACT00000016980	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008145_ENSGACT00000017058	ref_chrXII	0.0000	0.0000	0.0398
ENSGACG00000008145_ENSGACT00000017058	sin	0.0080	0.2455	0.0327
ENSGACG00000008145_ENSGACT00000017058	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008145_ENSGACT00000017058	tym	0.0080	0.2455	0.0327
ENSGACG00000008145_ENSGACT00000017058	X	0.0080	0.2455	0.0327
ENSGACG00000008145_ENSGACT00000017058	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000008145_ENSGACT00000017058	Y	0.0080	0.2455	0.0327
ENSGACG00000008145_ENSGACT00000017058	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017044	ref_chrXII	0.0000	0.0028	0.0010
ENSGACG00000008157_ENSGACT00000017044	sin	0.0077	0.0980	0.0788
ENSGACG00000008157_ENSGACT00000017044	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017044	tym	0.0077	0.1053	0.0735
ENSGACG00000008157_ENSGACT00000017044	X	0.0076	0.1009	0.0756
ENSGACG00000008157_ENSGACT00000017044	Xprivate	0.0000	0.0000	0.1307
ENSGACG00000008157_ENSGACT00000017044	Y	0.0076	0.0975	0.0779
ENSGACG00000008157_ENSGACT00000017044	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017051	ref_chrXII	0.0000	0.0027	0.0010
ENSGACG00000008157_ENSGACT00000017051	sin	0.0061	0.0922	0.0666
ENSGACG00000008157_ENSGACT00000017051	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017051	tym	0.0062	0.1023	0.0605
ENSGACG00000008157_ENSGACT00000017051	X	0.0061	0.0921	0.0666
ENSGACG00000008157_ENSGACT00000017051	Xprivate	0.0000	0.0000	0.1210
ENSGACG00000008157_ENSGACT00000017051	Y	0.0061	0.0889	0.0688
ENSGACG00000008157_ENSGACT00000017051	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017058	ref_chrXII	0.0000	0.0032	0.0010
ENSGACG00000008157_ENSGACT00000017058	sin	0.0041	0.1115	0.0366
ENSGACG00000008157_ENSGACT00000017058	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017058	tym	0.0041	0.1234	0.0333
ENSGACG00000008157_ENSGACT00000017058	X	0.0041	0.1114	0.0367
ENSGACG00000008157_ENSGACT00000017058	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000008157_ENSGACT00000017058	Y	0.0041	0.1078	0.0378
ENSGACG00000008157_ENSGACT00000017058	Yprivate	0.0000	0.0000	0.1223
ENSGACG00000008208_ENSGACT00000004714	ref_chrXII	0.0000	0.0182	0.0010
ENSGACG00000008208_ENSGACT00000004714	sin	0.0176	0.1416	0.1245
ENSGACG00000008208_ENSGACT00000004714	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000008208_ENSGACT00000004714	tym	0.0151	0.1317	0.1146
ENSGACG00000008208_ENSGACT00000004714	X	0.0151	0.1317	0.1146
ENSGACG00000008208_ENSGACT00000004714	Xprivate	0.0000	0.0000	0.2004
ENSGACG00000008208_ENSGACT00000004714	Y	0.0150	0.1171	0.1279
ENSGACG00000008208_ENSGACT00000004714	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000008236_ENSGACT00000004719	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008236_ENSGACT00000004719	sin	0.0418	0.1408	0.2971
ENSGACG00000008236_ENSGACT00000004719	sinprivate	0.0000	0.0000	0.2262
ENSGACG00000008236_ENSGACT00000004719	tym	0.0427	0.1335	0.3196
ENSGACG00000008236_ENSGACT00000004719	X	0.0423	0.1179	0.3591
ENSGACG00000008236_ENSGACT00000004719	Xprivate	0.0000	0.0000	0.2815
ENSGACG00000008236_ENSGACT00000004719	Y	0.0423	0.1179	0.3591
ENSGACG00000008236_ENSGACT00000004719	Yprivate	0.0000	0.0000	0.2691
ENSGACG00000008262_ENSGACT00000004740	ref_chrXII	0.0000	0.0000	-nan
ENSGACG00000008262_ENSGACT00000004740	sin	0.0000	0.0000	nan
ENSGACG00000008262_ENSGACT00000004740	sinprivate	0.0000	0.0000	-nan
ENSGACG00000008262_ENSGACT00000004740	tym	0.0000	0.0000	nan
ENSGACG00000008262_ENSGACT00000004740	X	0.0000	0.0000	-nan
ENSGACG00000008262_ENSGACT00000004740	Xprivate	0.0000	0.0000	nan
ENSGACG00000008262_ENSGACT00000004740	Y	0.0000	0.0000	nan
ENSGACG00000008262_ENSGACT00000004740	Yprivate	0.0000	0.0000	-nan
ENSGACG00000008285_ENSGACT00000004744	ref_chrXII	0.0054	0.0001	99.0000
ENSGACG00000008285_ENSGACT00000004744	sin	0.0544	0.0894	0.6081
ENSGACG00000008285_ENSGACT00000004744	sinprivate	0.0000	0.0000	0.5064
ENSGACG00000008285_ENSGACT00000004744	tym	0.0491	0.0777	0.6315
ENSGACG00000008285_ENSGACT00000004744	X	0.0552	0.0872	0.6327
ENSGACG00000008285_ENSGACT00000004744	Xprivate	0.0000	0.0000	0.5503
ENSGACG00000008285_ENSGACT00000004744	Y	0.0544	0.0894	0.6081
ENSGACG00000008285_ENSGACT00000004744	Yprivate	0.0000	0.0000	0.5058
ENSGACG00000008288_ENSGACT00000004758	ref_chrXII	0.0000	0.0040	0.0010
ENSGACG00000008288_ENSGACT00000004758	sin	0.0271	0.1084	0.2501
ENSGACG00000008288_ENSGACT00000004758	sinprivate	0.0000	0.0000	0.2127
ENSGACG00000008288_ENSGACT00000004758	tym	0.0274	0.1247	0.2195
ENSGACG00000008288_ENSGACT00000004758	X	0.0256	0.1124	0.2275
ENSGACG00000008288_ENSGACT00000004758	Xprivate	0.0000	0.0000	0.2443
ENSGACG00000008288_ENSGACT00000004758	Y	0.0254	0.1007	0.2526
ENSGACG00000008288_ENSGACT00000004758	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008311_ENSGACT00000004766	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008311_ENSGACT00000004766	sin	0.0084	0.1125	0.0743
ENSGACG00000008311_ENSGACT00000004766	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008311_ENSGACT00000004766	tym	0.0137	0.1187	0.1153
ENSGACG00000008311_ENSGACT00000004766	X	0.0111	0.1249	0.0888
ENSGACG00000008311_ENSGACT00000004766	Xprivate	0.0000	0.0000	0.0055
ENSGACG00000008311_ENSGACT00000004766	Y	0.0083	0.1019	0.0820
ENSGACG00000008311_ENSGACT00000004766	Yprivate	0.0000	0.0000	0.1522
ENSGACG00000008357_ENSGACT00000004807	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000008357_ENSGACT00000004807	sin	0.0338	0.1548	0.2186
ENSGACG00000008357_ENSGACT00000004807	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000008357_ENSGACT00000004807	tym	0.0317	0.2144	0.1479
ENSGACG00000008357_ENSGACT00000004807	X	0.0114	0.1888	0.0602
ENSGACG00000008357_ENSGACT00000004807	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000008357_ENSGACT00000004807	Y	0.0114	0.1888	0.0602
ENSGACG00000008357_ENSGACT00000004807	Yprivate	0.0000	0.0000	1.6369
ENSGACG00000008381_ENSGACT00000004854	ref_chrXII	0.0000	0.0020	0.0010
ENSGACG00000008381_ENSGACT00000004854	sin	0.0223	0.1098	0.2029
ENSGACG00000008381_ENSGACT00000004854	sinprivate	0.0000	0.0000	0.1303
ENSGACG00000008381_ENSGACT00000004854	tym	0.0251	0.1000	0.2510
ENSGACG00000008381_ENSGACT00000004854	X	0.0261	0.1141	0.2286
ENSGACG00000008381_ENSGACT00000004854	Xprivate	0.0000	0.0000	0.2637
ENSGACG00000008381_ENSGACT00000004854	Y	0.0222	0.1017	0.2187
ENSGACG00000008381_ENSGACT00000004854	Yprivate	0.0000	0.0000	0.2292
ENSGACG00000008381_ENSGACT00000004863	ref_chrXII	0.0000	0.0061	0.0010
ENSGACG00000008381_ENSGACT00000004863	sin	0.0132	0.0933	0.1411
ENSGACG00000008381_ENSGACT00000004863	sinprivate	0.0000	0.0000	0.0904
ENSGACG00000008381_ENSGACT00000004863	tym	0.0158	0.1087	0.1453
ENSGACG00000008381_ENSGACT00000004863	X	0.0142	0.1178	0.1206
ENSGACG00000008381_ENSGACT00000004863	Xprivate	0.0000	0.0000	0.1844
ENSGACG00000008381_ENSGACT00000004863	Y	0.0132	0.0933	0.1411
ENSGACG00000008381_ENSGACT00000004863	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008406_ENSGACT00000004854	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008406_ENSGACT00000004854	sin	0.0002	0.1593	0.0010
ENSGACG00000008406_ENSGACT00000004854	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000008406_ENSGACT00000004854	tym	0.0002	0.1593	0.0010
ENSGACG00000008406_ENSGACT00000004854	X	0.0002	0.1593	0.0010
ENSGACG00000008406_ENSGACT00000004854	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000008406_ENSGACT00000004854	Y	0.0002	0.1593	0.0010
ENSGACG00000008406_ENSGACT00000004854	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000008417_ENSGACT00000004876	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000008417_ENSGACT00000004876	sin	0.0027	0.0795	0.0341
ENSGACG00000008417_ENSGACT00000004876	sinprivate	0.0000	0.0000	0.0351
ENSGACG00000008417_ENSGACT00000004876	tym	0.0027	0.0860	0.0317
ENSGACG00000008417_ENSGACT00000004876	X	0.0027	0.0901	0.0297
