CHROM	treeNumber	windowNumber	BIN_START	BIN_END	biggestMonoPhyletic	expected	switchesNeeded	SDRbool
chrX	45	w44	4400000	4500000	3	15	12	False
chrX	46	w45	4500000	4600000	3	15	12	False
chrX	47	w46	4600000	4700000	4	15	11	False
chrX	48	w47	4700000	4800000	3	15	12	False
chrX	49	w48	4800000	4900000	2	15	13	False
chrX	50	w49	4900000	5000000	2	15	13	False
chrX	51	w50	5000000	5100000	3	15	12	False
chrX	52	w51	5100000	5200000	3	15	12	False
chrX	53	w52	5200000	5300000	2	15	13	False
chrX	54	w53	5300000	5400000	2	15	13	False
chrX	55	w54	5400000	5500000	2	15	13	False
chrX	56	w55	5500000	5600000	4	15	11	False
chrX	57	w56	5600000	5700000	3	15	12	False
chrX	58	w57	5700000	5800000	2	15	13	False
chrX	59	w58	5800000	5900000	4	15	11	False
chrX	60	w59	5900000	6000000	3	15	12	False
chrX	61	w60	6000000	6100000	5	15	10	False
chrX	62	w61	6100000	6200000	4	15	11	False
chrX	63	w62	6200000	6300000	4	15	11	False
chrX	64	w63	6300000	6400000	2	15	13	False
chrX	65	w64	6400000	6500000	3	15	12	False
chrX	66	w65	6500000	6600000	5	15	10	False
chrX	67	w66	6600000	6700000	2	15	13	False
chrX	68	w67	6700000	6800000	3	15	12	False
chrX	69	w68	6800000	6900000	2	15	13	False
chrX	70	w69	6900000	7000000	3	15	12	False
chrX	71	w70	7000000	7100000	3	15	12	False
chrX	72	w71	7100000	7200000	2	15	13	False
chrX	73	w72	7200000	7300000	2	15	13	False
chrX	74	w73	7300000	7400000	2	15	13	False
chrX	75	w74	7400000	7500000	6	15	9	False
chrX	76	w75	7500000	7600000	3	15	12	False
chrX	77	w76	7600000	7700000	3	15	12	False
chrX	78	w77	7700000	7800000	3	15	12	False
chrX	79	w78	7800000	7900000	2	15	13	False
chrX	80	w79	7900000	8000000	5	15	10	False
chrX	81	w80	8000000	8100000	3	15	12	False
chrX	82	w81	8100000	8200000	5	15	10	False
chrX	83	w82	8200000	8300000	3	15	12	False
chrX	84	w83	8300000	8400000	4	15	11	False
chrX	85	w84	8400000	8500000	5	15	10	False
chrX	86	w85	8500000	8600000	2	15	13	False
chrX	87	w86	8600000	8700000	2	15	13	False
chrX	88	w87	8700000	8800000	3	15	12	False
chrX	89	w88	8800000	8900000	2	15	13	False
chrX	90	w89	8900000	9000000	4	15	11	False
chrX	91	w90	9000000	9100000	2	15	13	False
chrX	92	w91	9100000	9200000	2	15	13	False
chrX	93	w92	9200000	9300000	3	15	12	False
chrX	94	w93	9300000	9400000	3	15	12	False
chrX	95	w94	9400000	9500000	3	15	12	False
chrX	96	w95	9500000	9600000	2	15	13	False
chrX	97	w96	9600000	9700000	3	15	12	False
chrX	98	w97	9700000	9800000	3	15	12	False
chrX	99	w98	9800000	9900000	3	15	12	False
chrX	100	w99	9900000	10000000	3	15	12	False
chrX	101	w100	10000000	10100000	5	15	10	False
chrX	102	w101	10100000	10200000	2	15	13	False
chrX	103	w102	10200000	10300000	3	15	12	False
chrX	104	w103	10300000	10400000	3	15	12	False
chrX	105	w104	10400000	10500000	4	15	11	False
chrX	106	w105	10500000	10600000	3	15	12	False
chrX	107	w106	10600000	10700000	4	15	11	False
chrX	108	w107	10700000	10800000	3	15	12	False
chrX	109	w108	10800000	10900000	3	15	12	False
chrX	110	w109	10900000	11000000	2	15	13	False
chrX	111	w110	11000000	11100000	2	15	13	False
chrX	112	w111	11100000	11200000	2	15	13	False
chrX	113	w112	11200000	11300000	4	15	11	False
chrX	114	w113	11300000	11400000	2	15	13	False
chrX	115	w114	11400000	11500000	3	15	12	False
chrX	116	w115	11500000	11600000	3	15	12	False
chrX	117	w116	11600000	11700000	2	15	13	False
chrX	118	w117	11700000	11800000	3	15	12	False
chrX	119	w118	11800000	11900000	3	15	12	False
chrX	120	w119	11900000	12000000	3	15	12	False
chrX	121	w120	12000000	12100000	3	15	12	False
chrX	122	w121	12100000	12200000	4	15	11	False
chrX	123	w122	12200000	12300000	2	15	13	False
chrX	124	w123	12300000	12400000	3	15	12	False
chrX	125	w124	12400000	12500000	2	15	13	False
chrX	126	w125	12500000	12600000	3	15	12	False
chrX	127	w126	12600000	12700000	2	15	13	False
chrX	128	w127	12700000	12800000	2	15	13	False
chrX	129	w128	12800000	12900000	5	15	10	False
chrX	130	w129	12900000	13000000	3	15	12	False
chrX	131	w130	13000000	13100000	4	15	11	False
chrX	132	w131	13100000	13200000	4	15	11	False
chrX	133	w132	13200000	13300000	4	15	11	False
chrX	134	w133	13300000	13400000	3	15	12	False
chrX	135	w134	13400000	13500000	3	15	12	False
chrX	136	w135	13500000	13600000	3	15	12	False
chrX	137	w136	13600000	13700000	3	15	12	False
chrX	138	w137	13700000	13800000	2	15	13	False
chrX	139	w138	13800000	13900000	2	15	13	False
chrX	140	w139	13900000	14000000	4	15	11	False
chrX	141	w140	14000000	14100000	4	15	11	False
chrX	142	w141	14100000	14200000	2	15	13	False
chrX	143	w142	14200000	14300000	4	15	11	False
chrX	144	w143	14300000	14400000	3	15	12	False
chrX	145	w144	14400000	14500000	6	15	9	False
chrX	146	w145	14500000	14600000	3	15	12	False
chrX	147	w146	14600000	14700000	3	15	12	False
chrX	148	w147	14700000	14800000	3	15	12	False
chrX	149	w148	14800000	14900000	3	15	12	False
chrX	150	w149	14900000	15000000	3	15	12	False
chrX	151	w150	15000000	15100000	3	15	12	False
chrX	152	w151	15100000	15200000	2	15	13	False
chrX	153	w152	15200000	15300000	3	15	12	False
chrX	154	w153	15300000	15400000	5	15	10	False
chrX	155	w154	15400000	15500000	4	15	11	False
chrX	156	w155	15500000	15600000	2	15	13	False
chrX	157	w156	15600000	15700000	3	15	12	False
chrX	158	w157	15700000	15800000	4	15	11	False
chrX	159	w158	15800000	15900000	2	15	13	False
chrX	160	w159	15900000	16000000	2	15	13	False
chrX	161	w160	16000000	16100000	3	15	12	False
chrX	162	w161	16100000	16200000	3	15	12	False
chrX	163	w162	16200000	16300000	3	15	12	False
chrX	164	w163	16300000	16400000	3	15	12	False
chrX	165	w164	16400000	16500000	2	15	13	False
chrX	166	w165	16500000	16600000	2	15	13	False
chrX	167	w166	16600000	16700000	3	15	12	False
chrX	168	w167	16700000	16800000	2	15	13	False
chrX	169	w168	16800000	16900000	2	15	13	False
chrX	170	w169	16900000	17000000	2	15	13	False
chrX	171	w170	17000000	17100000	3	15	12	False
chrX	172	w171	17100000	17200000	5	15	10	False
chrX	173	w172	17200000	17300000	4	15	11	False
chrX	174	w173	17300000	17400000	3	15	12	False
chrX	175	w174	17400000	17500000	3	15	12	False
chrX	176	w175	17500000	17600000	3	15	12	False
chrX	177	w176	17600000	17700000	2	15	13	False
chrX	178	w177	17700000	17800000	4	15	11	False
chrX	179	w178	17800000	17900000	2	15	13	False
chrX	180	w179	17900000	18000000	3	15	12	False
chrXI	1	w0	0	100000	4	15	11	False
chrXI	2	w1	100000	200000	3	15	12	False
chrXI	3	w2	200000	300000	2	15	13	False
chrXI	4	w3	300000	400000	2	15	13	False
chrXI	5	w4	400000	500000	4	15	11	False
chrXI	6	w5	500000	600000	3	15	12	False
chrXI	7	w6	600000	700000	4	15	11	False
chrXI	8	w7	700000	800000	4	15	11	False
chrXI	9	w8	800000	900000	4	15	11	False
chrXI	10	w9	900000	1000000	3	15	12	False
chrXI	11	w10	1000000	1100000	3	15	12	False
chrXI	12	w11	1100000	1200000	2	15	13	False
chrXI	13	w12	1200000	1300000	3	15	12	False
chrXI	14	w13	1300000	1400000	4	15	11	False
chrXI	15	w14	1400000	1500000	2	15	13	False
chrXI	16	w15	1500000	1600000	2	15	13	False
chrXI	17	w16	1600000	1700000	2	15	13	False
chrXI	18	w17	1700000	1800000	3	15	12	False
chrXI	19	w18	1800000	1900000	2	15	13	False
chrXI	20	w19	1900000	2000000	3	15	12	False
chrXI	21	w20	2000000	2100000	4	15	11	False
chrXI	22	w21	2100000	2200000	3	15	12	False
chrXI	23	w22	2200000	2300000	2	15	13	False
chrXI	24	w23	2300000	2400000	3	15	12	False
chrXI	25	w24	2400000	2500000	4	15	11	False
chrXI	26	w25	2500000	2600000	6	15	9	False
chrXI	27	w26	2600000	2700000	6	15	9	False
chrXI	28	w27	2700000	2800000	5	15	10	False
chrXI	29	w28	2800000	2900000	4	15	11	False
chrXI	30	w29	2900000	3000000	2	15	13	False
chrXI	31	w30	3000000	3100000	2	15	13	False
chrXI	32	w31	3100000	3200000	4	15	11	False
chrXI	33	w32	3200000	3300000	4	15	11	False
chrXI	34	w33	3300000	3400000	4	15	11	False
chrXI	35	w34	3400000	3500000	4	15	11	False
chrXI	36	w35	3500000	3600000	3	15	12	False
chrXI	37	w36	3600000	3700000	3	15	12	False
chrXI	38	w37	3700000	3800000	3	15	12	False
chrXI	39	w38	3800000	3900000	3	15	12	False
chrXI	40	w39	3900000	4000000	4	15	11	False
chrXI	41	w40	4000000	4100000	2	15	13	False
chrXI	42	w41	4100000	4200000	3	15	12	False
chrXI	43	w42	4200000	4300000	5	15	10	False
chrXI	44	w43	4300000	4400000	2	15	13	False
chrXI	45	w44	4400000	4500000	2	15	13	False
chrXI	46	w45	4500000	4600000	2	15	13	False
chrXI	47	w46	4600000	4700000	3	15	12	False
chrXI	48	w47	4700000	4800000	4	15	11	False
chrXI	49	w48	4800000	4900000	3	15	12	False
chrXI	50	w49	4900000	5000000	3	15	12	False
chrXI	51	w50	5000000	5100000	2	15	13	False
chrXI	52	w51	5100000	5200000	2	15	13	False
chrXI	53	w52	5200000	5300000	4	15	11	False
chrXI	54	w53	5300000	5400000	3	15	12	False
chrXI	55	w54	5400000	5500000	2	15	13	False
chrXI	56	w55	5500000	5600000	3	15	12	False
chrXI	57	w56	5600000	5700000	2	15	13	False
chrXI	58	w57	5700000	5800000	4	15	11	False
chrXI	59	w58	5800000	5900000	2	15	13	False
chrXI	60	w59	5900000	6000000	3	15	12	False
chrXI	61	w60	6000000	6100000	2	15	13	False
chrXI	62	w61	6100000	6200000	2	15	13	False
chrXI	63	w62	6200000	6300000	2	15	13	False
chrXI	64	w63	6300000	6400000	3	15	12	False
chrXI	65	w64	6400000	6500000	3	15	12	False
chrXI	66	w65	6500000	6600000	2	15	13	False
chrXI	67	w66	6600000	6700000	3	15	12	False
chrXI	68	w67	6700000	6800000	5	15	10	False
chrXI	69	w68	6800000	6900000	4	15	11	False
chrXI	70	w69	6900000	7000000	3	15	12	False
chrXI	71	w70	7000000	7100000	3	15	12	False
chrXI	72	w71	7100000	7200000	2	15	13	False
chrXI	73	w72	7200000	7300000	3	15	12	False
chrXI	74	w73	7300000	7400000	3	15	12	False
chrXI	75	w74	7400000	7500000	5	15	10	False
chrXI	76	w75	7500000	7600000	3	15	12	False
chrXI	77	w76	7600000	7700000	3	15	12	False
chrXI	78	w77	7700000	7800000	2	15	13	False
chrXI	79	w78	7800000	7900000	2	15	13	False
chrXI	80	w79	7900000	8000000	3	15	12	False
chrXI	81	w80	8000000	8100000	2	15	13	False
chrXI	82	w81	8100000	8200000	2	15	13	False
chrXI	83	w82	8200000	8300000	5	15	10	False
chrXI	84	w83	8300000	8400000	4	15	11	False
chrXI	85	w84	8400000	8500000	3	15	12	False
chrXI	86	w85	8500000	8600000	3	15	12	False
chrXI	87	w86	8600000	8700000	3	15	12	False
chrXI	88	w87	8700000	8800000	2	15	13	False
chrXI	89	w88	8800000	8900000	2	15	13	False
chrXI	90	w89	8900000	9000000	2	15	13	False
chrXI	91	w90	9000000	9100000	4	15	11	False
chrXI	92	w91	9100000	9200000	2	15	13	False
chrXI	93	w92	9200000	9300000	2	15	13	False
chrXI	94	w93	9300000	9400000	2	15	13	False
chrXI	95	w94	9400000	9500000	2	15	13	False
chrXI	96	w95	9500000	9600000	2	15	13	False
chrXI	97	w96	9600000	9700000	2	15	13	False
chrXI	98	w97	9700000	9800000	3	15	12	False
chrXI	99	w98	9800000	9900000	3	15	12	False
chrXI	100	w99	9900000	10000000	3	15	12	False
chrXI	101	w100	10000000	10100000	2	15	13	False
chrXI	102	w101	10100000	10200000	2	15	13	False
chrXI	103	w102	10200000	10300000	4	15	11	False
chrXI	104	w103	10300000	10400000	3	15	12	False
chrXI	105	w104	10400000	10500000	2	15	13	False
chrXI	106	w105	10500000	10600000	4	15	11	False
chrXI	107	w106	10600000	10700000	2	15	13	False
chrXI	108	w107	10700000	10800000	4	15	11	False
chrXI	109	w108	10800000	10900000	4	15	11	False
chrXI	110	w109	10900000	11000000	5	15	10	False
chrXI	111	w110	11000000	11100000	3	15	12	False
chrXI	112	w111	11100000	11200000	2	15	13	False
chrXI	113	w112	11200000	11300000	2	15	13	False
chrXI	114	w113	11300000	11400000	3	15	12	False
chrXI	115	w114	11400000	11500000	3	15	12	False
chrXI	116	w115	11500000	11600000	3	15	12	False
chrXI	117	w116	11600000	11700000	3	15	12	False
chrXI	118	w117	11700000	11800000	2	15	13	False
chrXI	119	w118	11800000	11900000	2	15	13	False
chrXI	120	w119	11900000	12000000	3	15	12	False
chrXI	121	w120	12000000	12100000	3	15	12	False
chrXI	122	w121	12100000	12200000	6	15	9	False
chrXI	123	w122	12200000	12300000	4	15	11	False
chrXI	124	w123	12300000	12400000	3	15	12	False
chrXI	125	w124	12400000	12500000	4	15	11	False
chrXI	126	w125	12500000	12600000	4	15	11	False
chrXI	127	w126	12600000	12700000	3	15	12	False
chrXI	128	w127	12700000	12800000	5	15	10	False
chrXI	129	w128	12800000	12900000	4	15	11	False
chrXI	130	w129	12900000	13000000	3	15	12	False
chrXI	131	w130	13000000	13100000	3	15	12	False
chrXI	132	w131	13100000	13200000	3	15	12	False
chrXI	133	w132	13200000	13300000	3	15	12	False
chrXI	134	w133	13300000	13400000	3	15	12	False
chrXI	135	w134	13400000	13500000	3	15	12	False
chrXI	136	w135	13500000	13600000	3	15	12	False
chrXI	137	w136	13600000	13700000	3	15	12	False
chrXI	138	w137	13700000	13800000	2	15	13	False
chrXI	139	w138	13800000	13900000	3	15	12	False
chrXI	140	w139	13900000	14000000	3	15	12	False
chrXI	141	w140	14000000	14100000	2	15	13	False
chrXI	142	w141	14100000	14200000	3	15	12	False
chrXI	143	w142	14200000	14300000	4	15	11	False
chrXI	144	w143	14300000	14400000	2	15	13	False
chrXI	145	w144	14400000	14500000	2	15	13	False
chrXI	146	w145	14500000	14600000	3	15	12	False
chrXI	147	w146	14600000	14700000	2	15	13	False
chrXI	148	w147	14700000	14800000	3	15	12	False
chrXI	149	w148	14800000	14900000	2	15	13	False
chrXI	150	w149	14900000	15000000	2	15	13	False
chrXI	151	w150	15000000	15100000	2	15	13	False
chrXI	152	w151	15100000	15200000	6	15	9	False
chrXI	153	w152	15200000	15300000	2	15	13	False
chrXI	154	w153	15300000	15400000	2	15	13	False
chrXI	155	w154	15400000	15500000	4	15	11	False
chrXI	156	w155	15500000	15600000	2	15	13	False
chrXI	157	w156	15600000	15700000	3	15	12	False
chrXI	158	w157	15700000	15800000	3	15	12	False
chrXI	159	w158	15800000	15900000	2	15	13	False
chrXI	160	w159	15900000	16000000	2	15	13	False
chrXI	161	w160	16000000	16100000	4	15	11	False
chrXI	162	w161	16100000	16200000	6	15	9	False
chrXI	163	w162	16200000	16300000	2	15	13	False
chrXI	164	w163	16300000	16400000	2	15	13	False
chrXI	165	w164	16400000	16500000	3	15	12	False
chrXI	166	w165	16500000	16600000	3	15	12	False
chrXI	167	w166	16600000	16700000	4	15	11	False
chrXI	168	w167	16700000	16800000	3	15	12	False
chrXI	169	w168	16800000	16900000	5	15	10	False
chrXI	170	w169	16900000	17000000	2	15	13	False
chrXI	171	w170	17000000	17100000	3	15	12	False
chrXI	172	w171	17100000	17200000	2	15	13	False
chrXI	173	w172	17200000	17300000	2	15	13	False
chrXI	174	w173	17300000	17400000	2	15	13	False
chrXI	175	w174	17400000	17500000	4	15	11	False
chrXI	176	w175	17500000	17600000	2	15	13	False
chrXII	1	w0	0	100000	2	15	13	False
chrXII	2	w1	100000	200000	3	15	12	False
chrXII	3	w2	200000	300000	4	15	11	False
chrXII	4	w3	300000	400000	4	15	11	False
chrXII	5	w4	400000	500000	3	15	12	False
chrXII	6	w5	500000	600000	3	15	12	False
chrXII	7	w6	600000	700000	3	15	12	False
chrXII	8	w7	700000	800000	4	15	11	False
chrXII	9	w8	800000	900000	4	15	11	False
chrXII	10	w9	900000	1000000	4	15	11	False
chrXII	11	w10	1000000	1100000	5	15	10	False
chrXII	12	w11	1100000	1200000	3	15	12	False
chrXII	13	w12	1200000	1300000	5	15	10	False
chrXII	14	w13	1300000	1400000	3	15	12	False
chrXII	15	w14	1400000	1500000	2	15	13	False
chrXII	16	w15	1500000	1600000	2	15	13	False
chrXII	17	w16	1600000	1700000	4	15	11	False
chrXII	18	w17	1700000	1800000	3	15	12	False
chrXII	19	w18	1800000	1900000	3	15	12	False
chrXII	20	w19	1900000	2000000	3	15	12	False
chrXII	21	w20	2000000	2100000	4	15	11	False
chrXII	22	w21	2100000	2200000	4	15	11	False
chrXII	23	w22	2200000	2300000	2	15	13	False
chrXII	24	w23	2300000	2400000	4	15	11	False
chrXII	25	w24	2400000	2500000	2	15	13	False
chrXII	26	w25	2500000	2600000	5	15	10	False
chrXII	27	w26	2600000	2700000	8	15	7	False
chrXII	28	w27	2700000	2800000	12	15	3	False
chrXII	29	w28	2800000	2900000	5	15	10	False
chrXII	30	w29	2900000	3000000	8	15	7	False
chrXII	31	w30	3000000	3100000	6	15	9	False
chrXII	32	w31	3100000	3200000	13	15	2	False
chrXII	33	w32	3200000	3300000	20	15	-5	True
chrXII	34	w33	3300000	3400000	26	15	-11	True
chrXII	35	w34	3400000	3500000	10	15	5	False
chrXII	36	w35	3500000	3600000	9	15	6	False
chrXII	37	w36	3600000	3700000	8	15	7	False
chrXII	38	w37	3700000	3800000	30	15	-15	True
chrXII	39	w38	3800000	3900000	20	15	-5	False
chrXII	40	w39	3900000	4000000	7	15	8	False
chrXII	41	w40	4000000	4100000	10	15	5	False
chrXII	42	w41	4100000	4200000	5	15	10	False
chrXII	43	w42	4200000	4300000	24	15	-9	False
chrXII	44	w43	4300000	4400000	26	15	-11	True
chrXII	45	w44	4400000	4500000	7	15	8	False
chrXII	46	w45	4500000	4600000	16	15	-1	False
chrXII	47	w46	4600000	4700000	8	15	7	False
chrXII	48	w47	4700000	4800000	30	15	-15	True
chrXII	49	w48	4800000	4900000	23	15	-8	True
chrXII	50	w49	4900000	5000000	23	15	-8	True
chrXII	51	w50	5000000	5100000	30	15	-15	True
chrXII	52	w51	5100000	5200000	30	15	-15	True
chrXII	53	w52	5200000	5300000	30	15	-15	True
chrXII	54	w53	5300000	5400000	17	15	-2	True
chrXII	55	w54	5400000	5500000	17	15	-2	False
chrXII	56	w55	5500000	5600000	30	15	-15	True
chrXII	57	w56	5600000	5700000	7	15	8	False
chrXII	58	w57	5700000	5800000	30	15	-15	True
chrXII	59	w58	5800000	5900000	27	15	-12	True
chrXII	60	w59	5900000	6000000	12	15	3	False
chrXII	61	w60	6000000	6100000	7	15	8	False
chrXII	62	w61	6100000	6200000	12	15	3	False
chrXII	63	w62	6200000	6300000	13	15	2	False
chrXII	64	w63	6300000	6400000	27	15	-12	True
chrXII	65	w64	6400000	6500000	24	15	-9	True
chrXII	66	w65	6500000	6600000	15	15	0	False
chrXII	67	w66	6600000	6700000	11	15	4	False
chrXII	68	w67	6700000	6800000	29	15	-14	True
chrXII	69	w68	6800000	6900000	30	15	-15	True
chrXII	70	w69	6900000	7000000	29	15	-14	True
chrXII	71	w70	7000000	7100000	30	15	-15	True
chrXII	72	w71	7100000	7200000	27	15	-12	True
chrXII	73	w72	7200000	7300000	29	15	-14	True
chrXII	74	w73	7300000	7400000	28	15	-13	True
chrXII	75	w74	7400000	7500000	14	15	1	False
chrXII	76	w75	7500000	7600000	8	15	7	False
chrXII	77	w76	7600000	7700000	29	15	-14	True
chrXII	78	w77	7700000	7800000	28	15	-13	True
chrXII	79	w78	7800000	7900000	30	15	-15	True
chrXII	80	w79	7900000	8000000	18	15	-3	False
chrXII	81	w80	8000000	8100000	5	15	10	False
chrXII	82	w81	8100000	8200000	28	15	-13	True
chrXII	83	w82	8200000	8300000	9	15	6	False
chrXII	84	w83	8300000	8400000	27	15	-12	True
chrXII	85	w84	8400000	8500000	23	15	-8	True
chrXII	86	w85	8500000	8600000	30	15	-15	True
chrXII	87	w86	8600000	8700000	23	15	-8	False
chrXII	88	w87	8700000	8800000	27	15	-12	True
chrXII	89	w88	8800000	8900000	30	15	-15	True
chrXII	90	w89	8900000	9000000	9	15	6	False
chrXII	91	w90	9000000	9100000	9	15	6	False
chrXII	92	w91	9100000	9200000	6	15	9	False
chrXII	93	w92	9200000	9300000	8	15	7	False
chrXII	94	w93	9300000	9400000	26	15	-11	True
chrXII	95	w94	9400000	9500000	25	15	-10	True
chrXII	96	w95	9500000	9600000	12	15	3	False
chrXII	97	w96	9600000	9700000	25	15	-10	True
chrXII	98	w97	9700000	9800000	14	15	1	False
chrXII	99	w98	9800000	9900000	23	15	-8	True
chrXII	100	w99	9900000	10000000	10	15	5	False
chrXII	101	w100	10000000	10100000	7	15	8	False
chrXII	102	w101	10100000	10200000	22	15	-7	True
chrXII	103	w102	10200000	10300000	28	15	-13	True
chrXII	104	w103	10300000	10400000	27	15	-12	True
chrXII	105	w104	10400000	10500000	27	15	-12	True
chrXII	106	w105	10500000	10600000	28	15	-13	True
chrXII	107	w106	10600000	10700000	8	15	7	False
chrXII	108	w107	10700000	10800000	30	15	-15	True
chrXII	109	w108	10800000	10900000	21	15	-6	True
chrXII	110	w109	10900000	11000000	26	15	-11	True
chrXII	111	w110	11000000	11100000	6	15	9	False
chrXII	112	w111	11100000	11200000	15	15	0	False
chrXII	113	w112	11200000	11300000	17	15	-2	False
chrXII	114	w113	11300000	11400000	10	15	5	False
chrXII	115	w114	11400000	11500000	29	15	-14	True
chrXII	116	w115	11500000	11600000	7	15	8	False
chrXII	117	w116	11600000	11700000	30	15	-15	True
chrXII	118	w117	11700000	11800000	10	15	5	False
chrXII	119	w118	11800000	11900000	29	15	-14	True
chrXII	120	w119	11900000	12000000	5	15	10	False
chrXII	121	w120	12000000	12100000	27	15	-12	True
chrXII	122	w121	12100000	12200000	10	15	5	False
chrXII	123	w122	12200000	12300000	30	15	-15	True
chrXII	124	w123	12300000	12400000	28	15	-13	True
chrXII	125	w124	12400000	12500000	26	15	-11	True
chrXII	126	w125	12500000	12600000	27	15	-12	True
chrXII	127	w126	12600000	12700000	28	15	-13	True
chrXII	128	w127	12700000	12800000	27	15	-12	True
chrXII	129	w128	12800000	12900000	7	15	8	False
chrXII	130	w129	12900000	13000000	14	15	1	False
chrXII	131	w130	13000000	13100000	25	15	-10	True
chrXII	132	w131	13100000	13200000	28	15	-13	True
chrXII	133	w132	13200000	13300000	26	15	-11	True
chrXII	134	w133	13300000	13400000	28	15	-13	True
chrXII	135	w134	13400000	13500000	30	15	-15	True
chrXII	136	w135	13500000	13600000	8	15	7	False
chrXII	137	w136	13600000	13700000	25	15	-10	True
chrXII	138	w137	13700000	13800000	26	15	-11	True
chrXII	139	w138	13800000	13900000	28	15	-13	True
chrXII	140	w139	13900000	14000000	26	15	-11	True
chrXII	141	w140	14000000	14100000	30	15	-15	True
chrXII	142	w141	14100000	14200000	13	15	2	False
chrXII	143	w142	14200000	14300000	25	15	-10	True
chrXII	144	w143	14300000	14400000	4	15	11	False
chrXII	145	w144	14400000	14500000	8	15	7	False
chrXII	146	w145	14500000	14600000	16	15	-1	True
chrXII	147	w146	14600000	14700000	19	15	-4	False
chrXII	148	w147	14700000	14800000	16	15	-1	True
chrXII	149	w148	14800000	14900000	30	15	-15	True
chrXII	150	w149	14900000	15000000	5	15	10	False
chrXII	151	w150	15000000	15100000	12	15	3	False
chrXII	152	w151	15100000	15200000	20	15	-5	False
chrXII	153	w152	15200000	15300000	28	15	-13	True
chrXII	154	w153	15300000	15400000	27	15	-12	True
chrXII	155	w154	15400000	15500000	6	15	9	False
chrXII	156	w155	15500000	15600000	15	15	0	False
chrXII	157	w156	15600000	15700000	27	15	-12	False
chrXII	158	w157	15700000	15800000	21	15	-6	False
chrXII	159	w158	15800000	15900000	27	15	-12	True
chrXII	160	w159	15900000	16000000	24	15	-9	True
chrXII	161	w160	16000000	16100000	30	15	-15	True
chrXII	162	w161	16100000	16200000	9	15	6	False
chrXII	163	w162	16200000	16300000	28	15	-13	True
chrXII	164	w163	16300000	16400000	5	15	10	False
chrXII	165	w164	16400000	16500000	10	15	5	False
chrXII	166	w165	16500000	16600000	4	15	11	False
chrXII	167	w166	16600000	16700000	5	15	10	False
chrXII	168	w167	16700000	16800000	18	15	-3	False
chrXII	169	w168	16800000	16900000	26	15	-11	True
chrXII	170	w169	16900000	17000000	5	15	10	False
chrXII	171	w170	17000000	17100000	24	15	-9	True
chrXII	172	w171	17100000	17200000	9	15	6	False
chrXII	173	w172	17200000	17300000	7	15	8	False
chrXII	174	w173	17300000	17400000	8	15	7	False
chrXII	175	w174	17400000	17500000	6	15	9	False
chrXII	176	w175	17500000	17600000	5	15	10	False
chrXII	177	w176	17600000	17700000	12	15	3	False
chrXII	178	w177	17700000	17800000	11	15	4	False
chrXII	179	w178	17800000	17900000	11	15	4	False
chrXII	180	w179	17900000	18000000	12	15	3	False
chrXII	181	w180	18000000	18100000	25	15	-10	True
chrXII	182	w181	18100000	18200000	11	15	4	False
chrXII	183	w182	18200000	18300000	5	15	10	False
chrXII	184	w183	18300000	18400000	9	15	6	False
chrXII	185	w184	18400000	18500000	6	15	9	False
chrXII	186	w185	18500000	18600000	6	15	9	False
chrXII	187	w186	18600000	18700000	10	15	5	False
chrXII	188	w187	18700000	18800000	3	15	12	False
chrXII	189	w188	18800000	18900000	3	15	12	False
chrXII	190	w189	18900000	19000000	8	15	7	False
chrXII	191	w190	19000000	19100000	7	15	8	False
chrXII	192	w191	19100000	19200000	3	15	12	False
chrXII	193	w192	19200000	19300000	4	15	11	False
chrXII	194	w193	19300000	19400000	6	15	9	False
chrXII	195	w194	19400000	19500000	3	15	12	False
chrXII	196	w195	19500000	19600000	2	15	13	False
chrXII	197	w196	19600000	19700000	5	15	10	False
chrXII	198	w197	19700000	19800000	9	15	6	False
chrXII	199	w198	19800000	19900000	13	15	2	False
chrXII	200	w199	19900000	20000000	3	15	12	False
chrXII	201	w200	20000000	20100000	4	15	11	False
chrXII	202	w201	20100000	20200000	7	15	8	False
chrXII	203	w202	20200000	20300000	8	15	7	False
chrXII	204	w203	20300000	20400000	23	15	-8	True
chrXII	205	w204	20400000	20500000	11	15	4	False
chrXII	206	w205	20500000	20600000	4	15	11	False
chrXII	207	w206	20600000	20700000	4	15	11	False
chrXIII	1	w0	0	100000	3	15	12	False
chrXIII	2	w1	100000	200000	3	15	12	False
chrXIII	3	w2	200000	300000	3	15	12	False
chrXIII	4	w3	300000	400000	2	15	13	False
chrXIII	5	w4	400000	500000	3	15	12	False
chrXIII	6	w5	500000	600000	2	15	13	False
chrXIII	7	w6	600000	700000	3	15	12	False
chrXIII	8	w7	700000	800000	2	15	13	False
chrXIII	9	w8	800000	900000	3	15	12	False
chrXIII	10	w9	900000	1000000	3	15	12	False
chrXIII	11	w10	1000000	1100000	4	15	11	False
chrXIII	12	w11	1100000	1200000	4	15	11	False
chrXIII	13	w12	1200000	1300000	2	15	13	False
chrXIII	14	w13	1300000	1400000	3	15	12	False
chrXIII	15	w14	1400000	1500000	2	15	13	False
chrXIII	16	w15	1500000	1600000	4	15	11	False
chrXIII	17	w16	1600000	1700000	3	15	12	False
chrXIII	18	w17	1700000	1800000	3	15	12	False
chrXIII	19	w18	1800000	1900000	3	15	12	False
chrXIII	20	w19	1900000	2000000	4	15	11	False
